,client_type,client_category,region,role_type,priority,num_skills,num_mcqs,num_must_have_skills,num_nice_have_skills,n_devs_must_have_mcq,n_devs_nice_have_mcq,n_devs_must_have_self,n_devs_nice_have_self,job_value,customer_weekly_hour_engagement,is_deleted,cluster,developer_chosen,job_id
6370,new,1.Platinum,2.Rest of US,Web Backend,,1,1,1,0,645.0,No Nice have skill,1558.0,No Nice have skill,29.2,,0,0,1.0,4278
6372,new,1.Platinum,1.Bay Area,DevOps,p0,7,8,3,4,0.0,0,1444.0,12.0,56.6,40.0,0,2,0.0,5058
6377,existing,1.Platinum,1.Bay Area,,,3,4,3,0,146.0,No Nice have skill,4897.0,No Nice have skill,56.6,,0,0,1.0,3601
6378,existing,1.Platinum,1.Bay Area,Backend Systems,,8,8,5,3,0.0,0,159.0,1596.0,56.6,,0,2,0.0,3236
6379,existing,1.Platinum,1.Bay Area,,,2,3,2,0,1410.0,No Nice have skill,10025.0,No Nice have skill,56.6,,0,0,1.0,3602
6380,existing,1.Platinum,1.Bay Area,,,2,3,2,0,1410.0,No Nice have skill,10025.0,No Nice have skill,56.6,,0,0,1.0,3589
6381,existing,1.Platinum,1.Bay Area,,,5,5,5,0,0.0,No Nice have skill,192.0,No Nice have skill,56.6,,0,0,1.0,3432
6382,existing,1.Platinum,1.Bay Area,,,1,2,1,0,4251.0,No Nice have skill,15643.0,No Nice have skill,56.6,,0,1,0.0,3516
6384,existing,1.Platinum,3.Top 30 GDP,,,2,0,2,0,0.0,No Nice have skill,117.0,No Nice have skill,5.9,,0,0,0.0,9114
6386,new,1.Platinum,3.Top 30 GDP,Web Frontend,p0,3,4,1,2,4251.0,188.0,15643.0,1899.0,5.8,40.0,0,1,0.0,1245
6387,existing,1.Platinum,3.Top 30 GDP,,,5,5,2,3,0.0,0,615.0,35.0,5.9,,0,2,0.0,9113
6388,new,1.Platinum,1.Bay Area,,,1,1,1,0,5048.0,No Nice have skill,15171.0,No Nice have skill,56.6,,0,1,0.0,3379
6389,new,1.Platinum,1.Bay Area,,,2,3,2,0,374.0,No Nice have skill,6302.0,No Nice have skill,56.6,,0,0,0.0,3380
6390,new,1.Platinum,1.Bay Area,,,1,1,1,0,5048.0,No Nice have skill,15171.0,No Nice have skill,56.6,,0,1,0.0,3381
6391,new,1.Platinum,1.Bay Area,,,1,1,1,0,5048.0,No Nice have skill,15171.0,No Nice have skill,56.6,,0,1,0.0,7593
6392,new,1.Platinum,1.Bay Area,Web Frontend,,7,6,6,1,0.0,0,13.0,50.0,56.6,,0,2,0.0,6721
6393,new,1.Platinum,1.Bay Area,Mobile,,4,3,3,1,81.0,0,608.0,1225.0,56.6,,0,2,0.0,6720
6394,existing,1.Platinum,1.Bay Area,Web Backend,p1,3,3,1,2,9808.0,0,17893.0,717.0,11.7,,0,1,0.0,2598
6395,new,1.Platinum,1.Bay Area,,,1,1,1,0,1620.0,No Nice have skill,6514.0,No Nice have skill,56.6,,0,0,0.0,7706
6396,new,1.Platinum,2.Rest of US,,,4,1,4,0,0.0,No Nice have skill,119.0,No Nice have skill,29.2,,0,0,0.0,3887
6398,new,1.Platinum,2.Rest of US,PM,,2,1,2,0,0.0,No Nice have skill,1190.0,No Nice have skill,29.2,,0,0,0.0,8787
6399,new,1.Platinum,2.Rest of US,Data Engineering,,1,2,1,0,9808.0,No Nice have skill,17893.0,No Nice have skill,29.2,,0,1,0.0,6898
6401,new,1.Platinum,2.Rest of US,,,2,3,2,0,374.0,No Nice have skill,6302.0,No Nice have skill,29.2,,0,0,0.0,7581
6403,new,1.Platinum,2.Rest of US,Full Stack,p0,11,13,9,2,0.0,0,4.0,664.0,29.2,,0,2,0.0,2346
6408,new,1.Platinum,2.Rest of US,Web Frontend,p0,9,9,2,7,374.0,0,6302.0,1.0,29.2,,0,2,1.0,2554
6410,new,1.Platinum,2.Rest of US,Full Stack,p0,7,7,3,4,1.0,0,2562.0,77.0,29.2,,0,2,0.0,2344
6411,new,1.Platinum,2.Rest of US,,,1,2,1,0,4251.0,No Nice have skill,15643.0,No Nice have skill,29.2,,0,1,0.0,4007
6412,new,1.Platinum,2.Rest of US,Web Backend,p0,8,6,2,6,1156.0,0,7198.0,1.0,29.2,,0,2,0.0,2557
6415,new,1.Platinum,2.Rest of US,Backend Systems,p0,2,3,1,1,5048.0,9808.0,15171.0,17893.0,23.4,40.0,0,1,0.0,5357
6417,new,1.Platinum,2.Rest of US,,,1,2,1,0,4251.0,No Nice have skill,15643.0,No Nice have skill,29.2,,0,1,1.0,2772
6418,existing,1.Platinum,2.Rest of US,,,1,0,1,0,0.0,No Nice have skill,2255.0,No Nice have skill,29.2,,0,0,0.0,3931
6419,new,1.Platinum,2.Rest of US,Web Frontend,,2,2,2,0,0.0,No Nice have skill,313.0,No Nice have skill,29.2,,0,0,0.0,2242
6421,new,1.Platinum,2.Rest of US,,,1,2,1,0,4251.0,No Nice have skill,15643.0,No Nice have skill,29.2,,0,1,1.0,2771
6422,existing,1.Platinum,2.Rest of US,,p0,4,0,4,0,0.0,No Nice have skill,3.0,No Nice have skill,29.2,,0,0,0.0,2912
6424,new,1.Platinum,4.Others,Web Frontend,p1,10,7,3,7,17.0,0,3655.0,0,29.2,40.0,0,2,0.0,2000
6427,existing,1.Platinum,1.Bay Area,,,2,3,2,0,428.0,No Nice have skill,4925.0,No Nice have skill,11.7,,0,0,0.0,3352
6429,existing,1.Platinum,1.Bay Area,,,2,3,2,0,1479.0,No Nice have skill,6563.0,No Nice have skill,11.7,,0,0,0.0,4038
6430,existing,1.Platinum,1.Bay Area,Mobile,p0,3,1,2,1,0.0,0,592.0,201.0,11.7,40.0,0,0,0.0,3503
6431,new,1.Platinum,1.Bay Area,Web Backend,,3,3,1,2,9808.0,0,17893.0,296.0,29.2,40.0,0,1,0.0,2027
6432,new,1.Platinum,1.Bay Area,Web Frontend,p1,1,1,1,0,8.0,No Nice have skill,109.0,No Nice have skill,29.2,40.0,0,0,0.0,2122
6433,new,1.Platinum,1.Bay Area,,,4,2,4,0,0.0,No Nice have skill,2.0,No Nice have skill,56.6,,0,0,0.0,8568
6435,new,1.Platinum,1.Bay Area,DevOps,p0,7,3,3,4,0.0,0,426.0,104.0,56.6,40.0,0,2,0.0,2105
6436,new,1.Platinum,1.Bay Area,Fullstack (BE-heavy),p0,7,5,3,4,0.0,0,78.0,13.0,56.6,40.0,0,2,0.0,2107
6437,new,1.Platinum,1.Bay Area,Web Frontend,p0,2,4,2,0,105.0,No Nice have skill,12001.0,No Nice have skill,56.6,40.0,0,0,0.0,2112
6438,new,1.Platinum,2.Rest of US,Machine Learning,p1,8,7,7,1,0.0,645.0,5.0,1558.0,29.2,40.0,0,2,0.0,2123
6440,new,1.Platinum,1.Bay Area,Full Stack,p0,4,5,2,2,114.0,13.0,7232.0,169.0,56.6,40.0,0,2,1.0,2218
6442,existing,1.Platinum,1.Bay Area,,,3,5,3,0,65.0,No Nice have skill,2260.0,No Nice have skill,11.7,,0,0,1.0,3092
6443,new,1.Platinum,1.Bay Area,,,10,13,4,6,18.0,0,3303.0,11.0,56.6,,0,2,1.0,2678
6444,existing,1.Platinum,1.Bay Area,,,4,4,4,0,42.0,No Nice have skill,1492.0,No Nice have skill,11.7,,0,0,0.0,3043
6448,new,1.Platinum,1.Bay Area,Other,p0,2,1,2,0,0.0,No Nice have skill,131.0,No Nice have skill,56.6,,0,0,0.0,2640
6449,new,1.Platinum,1.Bay Area,Full Stack,p0,2,3,2,0,114.0,No Nice have skill,7232.0,No Nice have skill,56.6,40.0,0,0,1.0,2665
6450,existing,1.Platinum,1.Bay Area,,,4,5,3,1,26.0,533.0,3814.0,2888.0,11.7,,0,0,0.0,3042
6452,new,1.Platinum,2.Rest of US,Web Frontend,p1,7,3,6,1,0.0,0,27.0,742.0,29.2,,0,2,0.0,2311
6454,new,1.Platinum,2.Rest of US,Web Frontend,p1,4,4,4,0,42.0,No Nice have skill,128.0,No Nice have skill,29.2,,0,0,1.0,2315
6456,new,1.Platinum,2.Rest of US,Full Stack,p1,4,2,3,1,0.0,0,19.0,1881.0,29.2,,0,2,0.0,2475
6458,new,1.Platinum,2.Rest of US,Other,p1,3,2,3,0,0.0,No Nice have skill,210.0,No Nice have skill,29.2,,0,0,0.0,2316
6461,new,1.Platinum,4.Others,Other,p1,4,4,2,2,0.0,825.0,106.0,7895.0,1.9,,0,0,1.0,2326
6465,new,1.Platinum,4.Others,Mobile,p1,1,1,1,0,873.0,No Nice have skill,1070.0,No Nice have skill,,,0,0,1.0,2323
6466,new,1.Platinum,4.Others,,p0,9,8,3,6,92.0,0,922.0,41.0,1.9,,0,2,0.0,2700
6467,existing,1.Platinum,4.Others,Other,p1,4,4,2,2,0.0,825.0,106.0,7895.0,2.0,,0,0,1.0,3174
6468,new,1.Platinum,4.Others,DevOps,p1,4,5,3,1,0.0,1656.0,552.0,549.0,1.9,,0,2,1.0,2384
6469,existing,1.Platinum,4.Others,DevOps,p1,3,3,3,0,0.0,No Nice have skill,274.0,No Nice have skill,2.0,,0,0,1.0,2732
6471,new,1.Platinum,4.Others,Other,p1,1,1,1,0,1060.0,No Nice have skill,6518.0,No Nice have skill,1.9,40.0,0,0,1.0,2383
6472,new,1.Platinum,4.Others,,p1,2,3,2,0,347.0,No Nice have skill,4202.0,No Nice have skill,1.9,,0,0,1.0,2382
6473,existing,1.Platinum,4.Others,Web Backend,,7,7,3,4,0.0,0,45.0,3.0,2.0,,0,2,0.0,2698
6474,new,1.Platinum,,Other,p1,7,6,5,2,0.0,0,8.0,431.0,29.2,,0,2,0.0,2467
6475,new,1.Platinum,,Other,,5,5,5,0,0.0,No Nice have skill,8.0,No Nice have skill,29.2,,0,0,0.0,2466
6476,new,1.Platinum,,Other,p1,4,5,3,1,18.0,1620.0,465.0,6514.0,29.2,,0,2,0.0,2468
6477,existing,1.Platinum,2.Rest of US,Full Stack,p1,2,4,2,0,439.0,No Nice have skill,7364.0,No Nice have skill,29.2,40.0,0,0,0.0,9153
6478,existing,1.Platinum,2.Rest of US,DevOps,,2,3,1,1,0.0,1656.0,5340.0,549.0,29.2,40.0,0,0,0.0,9152
6479,new,1.Platinum,2.Rest of US,Full Stack,,4,7,3,1,65.0,213.0,2260.0,1698.0,29.2,,0,2,1.0,2493
6480,existing,1.Platinum,2.Rest of US,Web Frontend,p1,2,2,1,1,6582.0,3188.0,1109.0,8619.0,29.2,40.0,0,0,0.0,9151
6481,existing,1.Platinum,2.Rest of US,Full Stack,,7,11,4,3,3.0,3.0,1895.0,572.0,29.2,,0,2,0.0,3312
6483,new,1.Platinum,1.Bay Area,QA,,3,3,3,0,0.0,No Nice have skill,8.0,No Nice have skill,56.6,,0,0,0.0,8934
6485,new,1.Platinum,1.Bay Area,Other,,6,3,4,2,0.0,428.0,4.0,4925.0,56.6,,0,2,0.0,2545
6486,new,1.Platinum,2.Rest of US,Web Backend,,4,3,2,2,0.0,0,1062.0,35.0,29.2,,0,2,1.0,2597
6488,new,1.Platinum,2.Rest of US,,,5,5,2,3,525.0,141.0,643.0,3871.0,29.2,,0,2,0.0,2787
6489,new,1.Platinum,2.Rest of US,,,2,0,1,1,0.0,0,1033.0,2073.0,29.2,,0,0,0.0,2791
6490,new,1.Platinum,4.Others,Fullstack (BE-heavy),p0,1,1,1,0,5048.0,No Nice have skill,15171.0,No Nice have skill,1.9,40.0,0,1,0.0,2866
6491,new,1.Platinum,,,,6,4,4,2,0.0,185.0,4.0,1578.0,29.2,,0,2,0.0,2927
6492,new,1.Platinum,,,,6,3,4,2,0.0,44.0,3.0,281.0,29.2,,0,2,0.0,2923
6493,new,1.Platinum,,,,5,3,3,2,0.0,185.0,1.0,1578.0,29.2,,0,2,0.0,2925
6494,new,1.Platinum,,,,5,4,3,2,0.0,16.0,1.0,153.0,29.2,,0,2,0.0,2924
6495,new,1.Platinum,,DevOps,,5,5,4,1,0.0,9808.0,197.0,17893.0,29.2,,0,2,0.0,2926
6496,new,1.Platinum,3.Top 30 GDP,Fullstack (BE-heavy),p0,5,5,4,1,17.0,645.0,4216.0,1443.0,5.8,40.0,0,2,0.0,3037
6497,new,1.Platinum,4.Others,,,7,5,3,4,10.0,0,20.0,142.0,1.9,,0,2,0.0,3111
6499,new,1.Platinum,2.Rest of US,,,5,3,3,2,0.0,0,67.0,102.0,29.2,,0,2,0.0,3232
6501,new,1.Platinum,2.Rest of US,Fullstack (BE-heavy),,7,10,4,3,0.0,16.0,2534.0,470.0,29.2,,0,2,0.0,3230
6502,new,1.Platinum,1.Bay Area,,,5,5,3,2,83.0,0,78.0,596.0,56.6,,0,2,0.0,3306
6503,new,1.Platinum,1.Bay Area,,,7,6,4,3,0.0,0,4.0,500.0,56.6,,0,2,0.0,3307
6505,new,1.Platinum,1.Bay Area,,,2,3,2,0,374.0,No Nice have skill,6302.0,No Nice have skill,56.6,,0,0,0.0,3415
6506,new,1.Platinum,1.Bay Area,,,2,3,2,0,374.0,No Nice have skill,6302.0,No Nice have skill,56.6,,0,0,1.0,3414
6507,new,1.Platinum,1.Bay Area,,,1,2,1,0,284.0,No Nice have skill,2554.0,No Nice have skill,29.2,,0,0,1.0,3421
6508,new,1.Platinum,2.Rest of US,Full Stack,p0,7,10,4,3,1.0,0,204.0,87.0,29.2,40.0,0,2,0.0,3550
6510,existing,1.Platinum,1.Bay Area,,,1,1,1,0,5048.0,No Nice have skill,15171.0,No Nice have skill,11.7,,0,1,0.0,8579
6512,existing,1.Platinum,1.Bay Area,Web Backend,p0,3,2,3,0,0.0,No Nice have skill,102.0,No Nice have skill,11.7,40.0,0,0,1.0,8580
6513,new,1.Platinum,2.Rest of US,Full Stack,,7,6,4,3,0.0,0,47.0,82.0,29.2,,0,2,0.0,4599
6514,new,1.Platinum,1.Bay Area,Full Stack,,4,5,4,0,0.0,No Nice have skill,12.0,No Nice have skill,56.6,,0,0,1.0,5516
6515,new,1.Platinum,1.Bay Area,Cloud - Data,p1,4,1,4,0,0.0,No Nice have skill,3.0,No Nice have skill,56.6,,0,0,0.0,6403
6516,existing,1.Platinum,1.Bay Area,,p1,3,0,3,0,0.0,No Nice have skill,9.0,No Nice have skill,56.6,,0,0,0.0,7270
6517,new,1.Platinum,1.Bay Area,Full Stack,,8,11,6,2,0.0,88.0,209.0,6539.0,56.6,,0,2,0.0,5515
6518,existing,1.Platinum,1.Bay Area,Cloud - Data,,4,5,4,0,0.0,No Nice have skill,9.0,No Nice have skill,56.6,,0,0,1.0,9205
6519,existing,1.Platinum,1.Bay Area,Data Engineering,,1,1,1,0,148.0,No Nice have skill,11204.0,No Nice have skill,56.6,,0,0,0.0,8950
6520,new,1.Platinum,1.Bay Area,,p1,3,0,3,0,0.0,No Nice have skill,65.0,No Nice have skill,56.6,,0,0,1.0,6404
6521,existing,1.Platinum,2.Rest of US,,p0,4,2,3,1,0.0,0,690.0,2002.0,11.7,,0,2,0.0,9141
6522,existing,1.Platinum,2.Rest of US,Mobile,p0,4,3,3,1,0.0,3749.0,0.0,4285.0,11.7,,0,0,0.0,7900
6523,new,1.Platinum,2.Rest of US,,,2,1,2,0,0.0,No Nice have skill,37.0,No Nice have skill,29.2,,0,0,0.0,6800
6524,new,1.Platinum,2.Rest of US,Full Stack,,3,1,1,2,1480.0,0,1350.0,26.0,29.2,,0,2,0.0,6864
6526,new,1.Platinum,4.Others,,,2,3,1,1,4251.0,5048.0,15643.0,15171.0,1.9,,0,1,0.0,7271
6527,new,1.Platinum,4.Others,,,2,3,1,1,5048.0,4251.0,15171.0,15643.0,1.9,,0,1,0.0,7272
7444,new,1.Platinum,2.Rest of US,Full Stack,p2,3,3,3,0,24.0,No Nice have skill,270.0,No Nice have skill,29.2,,0,0,0.0,6002
7445,new,1.Platinum,4.Others,Mobile,p1,1,2,1,0,4251.0,No Nice have skill,15643.0,No Nice have skill,1.9,,0,1,0.0,6397
7446,new,1.Platinum,4.Others,,,1,2,1,0,4251.0,No Nice have skill,15643.0,No Nice have skill,1.9,,0,1,0.0,3488
7447,new,1.Platinum,4.Others,,,4,4,2,2,76.0,91.0,428.0,115.0,1.9,,0,2,0.0,6398
7448,new,1.Platinum,4.Others,Data Engineering,p1,1,0,1,0,0.0,No Nice have skill,365.0,No Nice have skill,1.6,40.0,0,0,1.0,5241
7450,new,1.Platinum,1.Bay Area,DevOps,p0,5,4,4,1,0.0,0,112.0,2309.0,56.6,,0,2,0.0,5274
7451,new,1.Platinum,1.Bay Area,Fullstack (FE-heavy),p0,5,2,2,3,113.0,0,1310.0,22.0,56.6,,0,2,0.0,5273
7452,new,1.Platinum,1.Bay Area,Data Engineering,p0,5,7,4,1,1.0,148.0,10.0,11204.0,56.6,,0,2,0.0,5466
7453,new,1.Platinum,1.Bay Area,Full Stack,p0,6,6,5,1,1.0,2728.0,63.0,9668.0,56.6,,0,2,0.0,5271
7454,new,1.Platinum,1.Bay Area,Fullstack (BE-heavy),p0,5,5,5,0,6.0,No Nice have skill,64.0,No Nice have skill,56.6,,0,0,0.0,5272
7455,new,1.Platinum,1.Bay Area,Web Backend,p1,1,1,1,0,4228.0,No Nice have skill,13071.0,No Nice have skill,56.6,,0,1,0.0,5418
7456,new,1.Platinum,1.Bay Area,Web Backend,p1,2,2,2,0,103.0,No Nice have skill,624.0,No Nice have skill,56.6,,0,0,1.0,6019
7457,new,1.Platinum,1.Bay Area,Web Backend,p1,2,3,2,0,1410.0,No Nice have skill,10025.0,No Nice have skill,56.6,,0,0,1.0,6047
7458,existing,1.Platinum,1.Bay Area,Web Backend,p1,2,3,2,0,1410.0,No Nice have skill,10025.0,No Nice have skill,56.6,,0,0,1.0,6341
7459,new,1.Platinum,1.Bay Area,Mobile,p1,5,5,2,3,0.0,7.0,35.0,202.0,56.6,,0,2,0.0,6169
7462,new,1.Platinum,2.Rest of US,Fullstack (FE-heavy),p0,3,4,2,1,79.0,3467.0,1024.0,8821.0,29.2,40.0,0,0,0.0,2487
7463,new,1.Platinum,2.Rest of US,Fullstack (FE-heavy),p0,3,4,2,1,79.0,3467.0,1024.0,8821.0,29.2,,0,0,0.0,2485
7464,new,1.Platinum,2.Rest of US,Fullstack (FE-heavy),p0,3,4,2,1,79.0,3467.0,1024.0,8821.0,29.2,,0,0,0.0,2478
7470,new,1.Platinum,2.Rest of US,Fullstack (FE-heavy),p0,6,6,6,0,0.0,No Nice have skill,10.0,No Nice have skill,56.6,40.0,0,2,0.0,2892
7472,new,1.Platinum,,Fullstack (FE-heavy),p0,2,3,2,0,321.0,No Nice have skill,4523.0,No Nice have skill,29.2,40.0,0,0,0.0,2911
7478,new,1.Platinum,2.Rest of US,Backend Systems,p0,10,8,8,2,0.0,13.0,2.0,1976.0,29.2,,0,2,0.0,3071
7481,new,1.Platinum,2.Rest of US,Fullstack (BE-heavy),p0,2,2,2,0,698.0,No Nice have skill,1709.0,No Nice have skill,29.2,,0,0,0.0,3335
7482,new,1.Platinum,2.Rest of US,,,2,1,2,0,0.0,No Nice have skill,6.0,No Nice have skill,56.6,,0,0,0.0,3368
7483,new,1.Platinum,2.Rest of US,Backend Systems,p0,1,2,1,0,9808.0,No Nice have skill,17893.0,No Nice have skill,29.2,40.0,0,1,0.0,3437
7484,new,1.Platinum,2.Rest of US,Fullstack (FE-heavy),p0,6,8,4,2,11.0,113.0,34.0,1760.0,29.2,,0,2,0.0,3269
7485,new,1.Platinum,2.Rest of US,Machine Learning,p0,6,4,3,3,0.0,0,438.0,73.0,29.2,,0,2,0.0,3537
7486,new,1.Platinum,2.Rest of US,Fullstack (BE-heavy),p0,6,6,3,3,91.0,0,1683.0,222.0,29.2,,0,2,0.0,3447
7492,new,1.Platinum,2.Rest of US,Full Stack,p0,6,9,5,1,0.0,5048.0,34.0,15171.0,29.2,,0,2,0.0,3654
7517,new,1.Platinum,2.Rest of US,,,4,4,1,3,645.0,0,1558.0,13.0,29.2,,0,2,0.0,6676
7518,new,1.Platinum,2.Rest of US,Full Stack,,3,2,2,1,627.0,0,3121.0,7034.0,29.2,,0,0,0.0,6193
7527,new,1.Platinum,2.Rest of US,Mobile,p0,5,3,2,3,81.0,0,1994.0,171.0,29.2,40.0,0,2,0.0,2553
7530,existing,1.Platinum,2.Rest of US,UI/UX Developer,,4,3,4,0,0.0,No Nice have skill,1211.0,No Nice have skill,29.2,,0,0,1.0,5886
7534,new,1.Platinum,2.Rest of US,Web Frontend,p1,8,7,6,2,0.0,0,154.0,10.0,29.2,,0,2,1.0,2576
7536,existing,1.Platinum,2.Rest of US,,,4,3,3,1,141.0,0,10156.0,7034.0,29.2,,0,0,1.0,3671
7537,new,1.Platinum,2.Rest of US,Fullstack (FE-heavy),p0,1,1,1,0,645.0,No Nice have skill,1558.0,No Nice have skill,29.2,40.0,0,0,0.0,2590
7545,new,1.Platinum,2.Rest of US,Full Stack,,1,0,1,0,0.0,No Nice have skill,164.0,No Nice have skill,29.2,,0,0,0.0,2955
7546,new,1.Platinum,1.Bay Area,,,1,1,1,1,5048.0,5048.0,15171.0,15171.0,29.2,,0,1,0.0,2977
7552,new,1.Platinum,3.Top 30 GDP,DevOps,,3,4,3,0,0.0,No Nice have skill,913.0,No Nice have skill,5.8,,0,0,0.0,5280
7553,new,1.Platinum,2.Rest of US,,,3,4,3,0,8.0,No Nice have skill,2641.0,No Nice have skill,29.2,,0,0,0.0,3978
7557,new,1.Platinum,2.Rest of US,Full Stack,p0,6,9,5,1,0.0,5048.0,34.0,15171.0,29.2,,0,2,0.0,3699
7560,new,1.Platinum,2.Rest of US,,,1,1,1,0,873.0,No Nice have skill,1877.0,No Nice have skill,29.2,,0,0,0.0,3800
7562,new,1.Platinum,2.Rest of US,Other,,4,4,2,2,1525.0,0,6270.0,260.0,29.2,,0,2,1.0,4328
7564,existing,1.Platinum,2.Rest of US,Other,,1,2,1,0,9808.0,No Nice have skill,17893.0,No Nice have skill,29.2,,0,1,1.0,7200
7565,new,1.Platinum,2.Rest of US,,,1,2,1,0,9808.0,No Nice have skill,17893.0,No Nice have skill,29.2,,0,1,0.0,3841
7570,new,1.Platinum,2.Rest of US,Web Frontend,,3,3,2,1,178.0,3188.0,11545.0,8619.0,29.2,,0,0,0.0,4119
7572,new,1.Platinum,2.Rest of US,Mobile,,2,3,1,1,284.0,873.0,2554.0,1501.0,29.2,,0,0,0.0,4374
7573,new,1.Platinum,2.Rest of US,,,2,1,2,0,873.0,No Nice have skill,1090.0,No Nice have skill,29.2,,0,0,0.0,5505
7574,new,1.Platinum,1.Bay Area,Web Frontend,,3,4,3,0,0.0,No Nice have skill,1090.0,No Nice have skill,56.6,,0,0,1.0,4403
7575,existing,1.Platinum,1.Bay Area,DevOps,,2,4,2,0,2.0,No Nice have skill,697.0,No Nice have skill,56.6,,0,0,0.0,8739
7576,new,1.Platinum,1.Bay Area,,,2,3,2,0,825.0,No Nice have skill,7895.0,No Nice have skill,56.6,,0,0,1.0,5502
7577,existing,1.Platinum,1.Bay Area,Fullstack (FE-heavy),,2,2,2,0,0.0,No Nice have skill,293.0,No Nice have skill,56.6,,0,0,0.0,8738
7578,existing,1.Platinum,1.Bay Area,Fullstack (FE-heavy),,2,0,2,0,0.0,No Nice have skill,12.0,No Nice have skill,56.6,,0,0,0.0,8749
7579,new,1.Platinum,3.Top 30 GDP,Mobile,p0,2,3,2,0,825.0,No Nice have skill,7895.0,No Nice have skill,5.8,,0,0,0.0,5375
7580,new,1.Platinum,3.Top 30 GDP,Fullstack (FE-heavy),p0,7,6,3,4,106.0,0,753.0,319.0,5.8,,0,2,0.0,4617
7581,new,1.Platinum,3.Top 30 GDP,Mobile,p0,7,2,3,4,0.0,0,323.0,54.0,5.8,,0,2,0.0,4614
7582,new,1.Platinum,3.Top 30 GDP,Fullstack (FE-heavy),p0,6,6,3,3,18.0,0,845.0,252.0,5.8,,0,2,0.0,4613
7583,new,1.Platinum,3.Top 30 GDP,Fullstack (BE-heavy),p0,10,9,4,6,3.0,0,416.0,17.0,5.8,,0,2,0.0,4618
7584,new,1.Platinum,3.Top 30 GDP,UI/UX Developer,p0,4,2,3,1,0.0,178.0,19.0,13683.0,5.8,,0,2,0.0,4612
7585,new,1.Platinum,3.Top 30 GDP,Mobile,p0,7,4,3,4,284.0,0,184.0,93.0,5.8,,0,2,0.0,4615
7586,new,1.Platinum,2.Rest of US,Mobile,p0,1,1,1,0,1442.0,No Nice have skill,4615.0,No Nice have skill,29.2,,0,0,0.0,4606
7587,new,1.Platinum,1.Bay Area,Full Stack,,3,5,3,0,4.0,No Nice have skill,3239.0,No Nice have skill,56.6,,0,0,1.0,4622
7588,existing,1.Platinum,1.Bay Area,Full Stack,,3,4,3,0,0.0,No Nice have skill,2.0,No Nice have skill,56.6,,0,0,1.0,6100
7589,existing,1.Platinum,1.Bay Area,Backend Systems,,2,1,2,0,1864.0,No Nice have skill,379.0,No Nice have skill,56.6,,0,0,0.0,5711
7590,existing,1.Platinum,1.Bay Area,Full Stack,,3,5,3,0,4.0,No Nice have skill,3239.0,No Nice have skill,56.6,,0,0,0.0,8696
7591,new,1.Platinum,1.Bay Area,Full Stack,,4,5,2,2,1410.0,389.0,10025.0,3414.0,56.6,,0,2,0.0,4756
7593,new,1.Platinum,2.Rest of US,Web Frontend,p0,7,7,6,1,0.0,4228.0,432.0,13071.0,29.2,,0,2,0.0,5282
7594,new,1.Platinum,2.Rest of US,Web Frontend,p0,4,5,3,1,51.0,6922.0,4426.0,16794.0,29.2,,0,2,1.0,6119
7595,new,1.Platinum,2.Rest of US,Web Frontend,p0,1,2,1,0,2214.0,No Nice have skill,4939.0,No Nice have skill,29.2,,0,0,0.0,5942
7596,new,1.Platinum,2.Rest of US,Web Frontend,p0,12,11,7,5,1.0,0,281.0,24.0,29.2,,0,2,1.0,5128
7597,existing,1.Platinum,2.Rest of US,QA,,4,4,3,1,0.0,1656.0,437.0,549.0,29.2,,0,0,0.0,8741
7598,existing,1.Platinum,2.Rest of US,Machine Learning,,4,4,2,2,1370.0,0,371.0,23.0,29.2,,0,2,0.0,8747
7599,existing,1.Platinum,2.Rest of US,,,6,6,5,1,0.0,148.0,266.0,11204.0,29.2,,0,2,0.0,8748
7600,new,1.Platinum,2.Rest of US,Full Stack,,1,1,1,0,645.0,No Nice have skill,1558.0,No Nice have skill,29.2,,0,0,0.0,5436
7602,new,1.Platinum,1.Bay Area,Backend Systems,,1,2,1,0,9808.0,No Nice have skill,17893.0,No Nice have skill,56.6,,0,1,0.0,5885
7604,new,1.Platinum,2.Rest of US,Other,,3,1,3,0,0.0,No Nice have skill,0.0,No Nice have skill,29.2,,0,0,0.0,6792
7605,new,1.Platinum,2.Rest of US,DevOps,,2,1,2,0,0.0,No Nice have skill,148.0,No Nice have skill,29.2,,0,0,0.0,7001
7606,new,1.Platinum,2.Rest of US,,,6,8,3,3,9.0,6.0,4807.0,544.0,29.2,,0,2,0.0,6032
7607,new,1.Platinum,2.Rest of US,,,5,3,2,3,0.0,0,282.0,67.0,29.2,,0,2,0.0,6036
7608,new,1.Platinum,2.Rest of US,Full Stack,,1,2,1,0,4251.0,No Nice have skill,15643.0,No Nice have skill,29.2,,0,1,1.0,7156
7609,new,1.Platinum,2.Rest of US,Full Stack,,7,6,4,3,23.0,0,1215.0,0,7.4,,0,2,0.0,6332
7610,new,1.Platinum,2.Rest of US,Full Stack,,1,2,1,0,4251.0,No Nice have skill,15643.0,No Nice have skill,29.2,,0,1,1.0,7155
7612,existing,1.Platinum,1.Bay Area,Fullstack (FE-heavy),,1,2,1,0,9808.0,No Nice have skill,17893.0,No Nice have skill,11.7,,0,1,1.0,8479
7613,existing,1.Platinum,1.Bay Area,,,1,2,1,0,9808.0,No Nice have skill,17893.0,No Nice have skill,11.7,,0,1,1.0,9025
