,client_type,client_category,region,role_type,priority,num_skills,num_mcqs,num_must_have_skills,num_nice_have_skills,n_devs_must_have_mcq,n_devs_nice_have_mcq,n_devs_must_have_self,n_devs_nice_have_self,job_value,customer_weekly_hour_engagement,is_deleted,cluster,target,job_id,developer_chosen
4991,new,4.Bronze,2.Rest of US,Fullstack (BE-heavy),p0,3,2,2,1,38.0,0,545.0,2255.0,7.4,40.0,0,4,0.0,3893,0.0
4992,existing,4.Bronze,2.Rest of US,Fullstack (BE-heavy),p0,5,6,2,3,424.0,8.0,6139.0,2641.0,3.9,40.0,0,5,1.0,4388,1.0
4993,new,4.Bronze,2.Rest of US,Fullstack (BE-heavy),p1,5,6,2,3,424.0,8.0,6139.0,2641.0,7.4,40.0,0,4,1.0,3904,1.0
4994,new,4.Bronze,2.Rest of US,Web Frontend,p0,7,6,5,2,0.0,16.0,13.0,5163.0,7.4,40.0,0,4,0.0,3943,0.0
4995,new,3.Silver,2.Rest of US,Web Frontend,p0,4,6,4,0,14.0,No Nice have skill,878.0,No Nice have skill,13.0,40.0,0,3,0.0,3951,0.0
4996,new,4.Bronze,2.Rest of US,Full Stack,p1,5,7,4,1,1.0,456.0,372.0,4689.0,7.4,40.0,0,4,0.0,3953,0.0
4998,new,4.Bronze,2.Rest of US,Mobile,p1,3,3,3,0,0.0,No Nice have skill,147.0,No Nice have skill,7.4,40.0,0,3,0.0,4037,0.0
4999,new,4.Bronze,2.Rest of US,Mobile,p1,3,3,3,0,0.0,No Nice have skill,147.0,No Nice have skill,7.4,40.0,0,3,0.0,5145,0.0
5001,new,4.Bronze,1.Bay Area,Mobile,p1,5,5,2,3,0.0,5.0,534.0,3997.0,11.5,40.0,0,4,0.0,4058,0.0
5002,new,4.Bronze,1.Bay Area,Full Stack,p1,5,7,3,2,143.0,52.0,2718.0,3999.0,11.5,40.0,0,4,0.0,4059,0.0
5003,new,4.Bronze,1.Bay Area,Web Frontend,p1,6,6,3,3,50.0,0,8078.0,71.0,11.5,40.0,0,4,0.0,4137,0.0
5004,new,3.Silver,2.Rest of US,Fullstack (BE-heavy),p1,10,6,4,6,0.0,0,798.0,7.0,13.0,40.0,0,1,0.0,4154,0.0
5005,existing,2.Gold,1.Bay Area,,p0,4,5,4,0,72.0,No Nice have skill,2001.0,No Nice have skill,22.2,40.0,0,2,1.0,4854,1.0
5006,new,2.Gold,1.Bay Area,,p0,4,4,4,0,12.0,No Nice have skill,740.0,No Nice have skill,22.2,40.0,0,2,1.0,4210,1.0
5007,new,4.Bronze,2.Rest of US,Fullstack (FE-heavy),p1,3,4,2,1,6.0,883.0,271.0,9383.0,7.4,40.0,0,3,0.0,4285,0.0
5008,new,4.Bronze,2.Rest of US,Fullstack (FE-heavy),p0,7,6,4,3,6.0,0,163.0,4.0,7.4,40.0,0,4,0.0,4286,0.0
5009,new,3.Silver,2.Rest of US,Fullstack (BE-heavy),p1,6,4,4,2,0.0,267.0,100.0,3292.0,13.0,40.0,0,4,1.0,4352,1.0
5010,existing,3.Silver,2.Rest of US,Other,p0,1,0,1,0,0.0,No Nice have skill,657.0,No Nice have skill,6.5,40.0,0,5,0.0,6503,0.0
5011,existing,3.Silver,2.Rest of US,Fullstack (BE-heavy),p0,3,2,3,0,0.0,No Nice have skill,237.0,No Nice have skill,6.5,40.0,0,5,0.0,6916,0.0
5012,existing,3.Silver,2.Rest of US,Fullstack (BE-heavy),p0,1,1,1,0,752.0,No Nice have skill,1103.0,No Nice have skill,13.0,40.0,0,5,0.0,7756,0.0
5013,new,4.Bronze,2.Rest of US,Full Stack,,2,1,2,0,0.0,No Nice have skill,93.0,No Nice have skill,7.4,40.0,0,3,0.0,4353,0.0
5014,new,4.Bronze,1.Bay Area,Mobile,p0,3,2,3,1,161.0,873.0,100.0,192.0,11.5,40.0,0,3,0.0,4514,0.0
5015,new,4.Bronze,1.Bay Area,,p0,3,5,2,1,1410.0,9.0,10025.0,1976.0,11.5,40.0,0,4,0.0,4515,0.0
5016,new,3.Silver,1.Bay Area,Full Stack,p0,4,5,3,1,17.0,4228.0,245.0,13071.0,14.7,40.0,0,2,0.0,4517,0.0
5017,new,4.Bronze,1.Bay Area,Backend Systems,p0,1,0,1,0,0.0,No Nice have skill,302.0,No Nice have skill,11.5,40.0,0,3,0.0,4643,0.0
5018,new,4.Bronze,1.Bay Area,Full Stack,p0,10,10,7,3,0.0,0,40.0,1.0,11.5,40.0,0,1,1.0,4675,1.0
5019,existing,4.Bronze,1.Bay Area,,p0,6,8,6,0,1.0,No Nice have skill,5.0,No Nice have skill,5.85,40.0,0,5,0.0,6547,0.0
5020,new,4.Bronze,1.Bay Area,Machine Learning,p0,6,4,6,0,0.0,No Nice have skill,4.0,No Nice have skill,11.5,40.0,0,3,0.0,4678,0.0
5021,new,4.Bronze,1.Bay Area,,p0,6,8,6,0,0.0,No Nice have skill,163.0,No Nice have skill,11.5,40.0,0,3,1.0,4677,1.0
5022,new,4.Bronze,1.Bay Area,,p0,4,5,4,0,0.0,No Nice have skill,1333.0,No Nice have skill,11.5,40.0,0,3,1.0,4676,1.0
5023,new,4.Bronze,2.Rest of US,Machine Learning,p0,2,1,2,0,0.0,No Nice have skill,18.0,No Nice have skill,7.4,40.0,0,3,1.0,4696,1.0
5024,new,4.Bronze,3.Top 30 GDP,Data Engineering,p0,6,4,4,2,0.0,0,2.0,1375.0,1.5,35.0,0,4,0.0,4759,0.0
5025,new,3.Silver,1.Bay Area,Fullstack (BE-heavy),p0,2,1,1,1,4228.0,0,13071.0,775.0,11.5,40.0,0,0,0.0,4985,0.0
5026,new,3.Silver,1.Bay Area,Fullstack (FE-heavy),p0,3,4,2,1,79.0,4228.0,1024.0,13071.0,11.5,40.0,0,4,1.0,4863,1.0
5027,new,3.Silver,2.Rest of US,Data Engineering,p0,8,5,6,2,0.0,0,19.0,43.0,13.0,40.0,0,1,1.0,4902,1.0
5028,new,3.Silver,2.Rest of US,,p0,9,9,6,3,0.0,32.0,22.0,79.0,13.0,40.0,0,1,0.0,4918,0.0
5029,new,4.Bronze,2.Rest of US,Full Stack,p0,7,7,5,2,11.0,0,430.0,129.0,7.4,40.0,0,4,0.0,4964,0.0
5030,new,3.Silver,2.Rest of US,Full Stack,,1,2,1,0,2070.0,No Nice have skill,2286.0,No Nice have skill,7.4,,0,3,1.0,5106,1.0
5031,existing,3.Silver,2.Rest of US,Web Backend,,1,2,1,0,2070.0,No Nice have skill,2286.0,No Nice have skill,6.5,40.0,0,5,1.0,7013,1.0
5032,existing,3.Silver,2.Rest of US,Full Stack,p0,1,2,1,0,2070.0,No Nice have skill,2286.0,No Nice have skill,6.5,40.0,0,5,1.0,6113,1.0
5033,existing,3.Silver,2.Rest of US,Full Stack,p0,1,2,1,0,2070.0,No Nice have skill,2286.0,No Nice have skill,6.5,40.0,0,5,1.0,8169,1.0
5034,new,3.Silver,2.Rest of US,Full Stack,,1,2,1,0,2070.0,No Nice have skill,2286.0,No Nice have skill,7.4,,0,3,1.0,5182,1.0
5035,existing,3.Silver,2.Rest of US,Full Stack,p0,1,2,1,0,2070.0,No Nice have skill,2286.0,No Nice have skill,6.5,40.0,0,5,1.0,8167,1.0
5036,new,3.Silver,2.Rest of US,Full Stack,,1,2,1,0,2070.0,No Nice have skill,2286.0,No Nice have skill,7.4,40.0,0,3,1.0,4973,1.0
5038,existing,3.Silver,2.Rest of US,Full Stack,,1,2,1,0,2070.0,No Nice have skill,2286.0,No Nice have skill,6.5,40.0,0,5,1.0,7079,1.0
5039,existing,3.Silver,2.Rest of US,Full Stack,,1,2,1,0,2070.0,No Nice have skill,2286.0,No Nice have skill,6.5,40.0,0,5,1.0,7087,1.0
5040,existing,3.Silver,2.Rest of US,Full Stack,,1,2,1,0,2070.0,No Nice have skill,2286.0,No Nice have skill,6.5,40.0,0,5,1.0,6112,1.0
5041,existing,3.Silver,2.Rest of US,Full Stack,p0,1,2,1,0,2070.0,No Nice have skill,2286.0,No Nice have skill,6.5,40.0,0,5,1.0,8168,1.0
5042,existing,3.Silver,2.Rest of US,Full Stack,,1,2,1,0,2070.0,No Nice have skill,2286.0,No Nice have skill,6.5,40.0,0,5,1.0,5881,1.0
5043,new,4.Bronze,1.Bay Area,Full Stack,p0,8,9,6,2,3.0,0,576.0,159.0,11.5,40.0,0,1,0.0,5071,0.0
5044,new,4.Bronze,2.Rest of US,Fullstack (BE-heavy),p0,7,7,6,1,0.0,714.0,7.0,4022.0,7.4,40.0,0,4,0.0,5105,0.0
5045,new,3.Silver,3.Top 30 GDP,,,2,3,2,0,47.0,No Nice have skill,721.0,No Nice have skill,2.6,,0,3,0.0,5155,0.0
5047,new,4.Bronze,2.Rest of US,Web Frontend,p0,4,2,4,0,0.0,No Nice have skill,16.0,No Nice have skill,7.4,40.0,0,3,1.0,5223,1.0
5048,existing,4.Bronze,2.Rest of US,Web Backend,p0,2,2,2,0,0.0,No Nice have skill,124.0,No Nice have skill,3.9,40.0,0,5,0.0,7612,0.0
5049,new,4.Bronze,2.Rest of US,Fullstack (BE-heavy),p0,4,4,4,0,6.0,No Nice have skill,163.0,No Nice have skill,7.4,40.0,0,3,0.0,5495,0.0
5050,new,4.Bronze,2.Rest of US,Fullstack (FE-heavy),p1,1,2,1,0,2214.0,No Nice have skill,4939.0,No Nice have skill,7.4,40.0,0,3,0.0,5599,0.0
5051,new,4.Bronze,2.Rest of US,Web Backend,p1,3,2,3,0,878.0,No Nice have skill,2153.0,No Nice have skill,7.4,40.0,0,3,0.0,5600,0.0
5052,new,3.Silver,1.Bay Area,Full Stack,p1,2,2,2,0,103.0,No Nice have skill,829.0,No Nice have skill,14.7,40.0,0,3,0.0,5626,0.0
5053,new,3.Silver,1.Bay Area,Full Stack,p1,5,4,5,0,0.0,No Nice have skill,85.0,No Nice have skill,14.7,40.0,0,2,0.0,5625,0.0
5054,new,3.Silver,1.Bay Area,Full Stack,p0,7,6,7,0,0.0,No Nice have skill,6.0,No Nice have skill,14.7,40.0,0,2,0.0,5624,0.0
5055,new,3.Silver,1.Bay Area,Fullstack (FE-heavy),p1,5,0,5,0,0.0,No Nice have skill,1.0,No Nice have skill,14.7,40.0,0,2,0.0,5618,0.0
5056,new,4.Bronze,2.Rest of US,Full Stack,p0,9,7,5,4,0.0,0,12.0,29.0,7.4,40.0,0,1,0.0,5683,0.0
5059,new,4.Bronze,4.Others,Web Backend,p1,12,9,7,5,0.0,0,0.0,76.0,0.5,40.0,0,1,0.0,5787,0.0
5060,new,4.Bronze,2.Rest of US,Fullstack (FE-heavy),p1,5,6,4,1,22.0,4228.0,3031.0,13071.0,7.4,40.0,0,4,1.0,5788,1.0
5061,existing,4.Bronze,2.Rest of US,DevOps,p0,10,5,6,4,0.0,0,2.0,47.0,7.4,40.0,0,1,0.0,6437,0.0
5063,new,4.Bronze,2.Rest of US,Fullstack (BE-heavy),p1,4,5,4,0,15.0,No Nice have skill,1666.0,No Nice have skill,7.4,40.0,0,3,0.0,5980,0.0
5064,new,4.Bronze,2.Rest of US,Full Stack,p0,1,0,1,0,0.0,No Nice have skill,302.0,No Nice have skill,7.4,40.0,0,3,0.0,5981,0.0
5065,new,3.Silver,1.Bay Area,Web Frontend,p0,4,5,4,0,22.0,No Nice have skill,3031.0,No Nice have skill,14.7,40.0,0,2,0.0,6093,0.0
5066,new,4.Bronze,2.Rest of US,Fullstack (BE-heavy),p1,3,1,1,2,5048.0,0,15171.0,1.0,7.4,40.0,0,0,0.0,5955,0.0
5067,new,3.Silver,2.Rest of US,Fullstack (FE-heavy),p0,2,3,1,1,4251.0,560.0,15643.0,2959.0,13.0,40.0,0,0,0.0,6416,0.0
5068,new,3.Silver,2.Rest of US,DevOps,p0,2,1,1,1,0.0,56.0,1232.0,190.0,13.0,20.0,0,3,0.0,6417,0.0
5069,new,3.Silver,3.Top 30 GDP,,,2,2,2,0,292.0,No Nice have skill,2291.0,No Nice have skill,2.6,,0,3,0.0,6435,0.0
5070,new,4.Bronze,2.Rest of US,Full Stack,p0,4,5,3,1,86.0,6922.0,66.0,16794.0,7.4,40.0,0,4,0.0,6513,0.0
5071,new,4.Bronze,1.Bay Area,Web Frontend,p0,5,6,3,2,239.0,389.0,4525.0,3414.0,11.5,40.0,0,4,0.0,6153,0.0
5072,new,3.Silver,1.Bay Area,Data Engineering,p1,2,3,1,1,1416.0,9.0,4852.0,1976.0,14.7,40.0,0,2,0.0,6192,0.0
5073,new,3.Silver,2.Rest of US,Fullstack (BE-heavy),p1,6,7,5,1,0.0,0,16.0,5789.0,13.0,40.0,0,4,0.0,6197,0.0
5074,new,4.Bronze,2.Rest of US,Fullstack (BE-heavy),p0,7,7,6,1,1.0,0,89.0,105.0,7.4,40.0,0,1,0.0,6430,0.0
5075,existing,2.Gold,2.Rest of US,Full Stack,p0,6,6,6,0,0.0,No Nice have skill,6.0,No Nice have skill,23.4,40.0,0,2,0.0,8489,0.0
5076,new,2.Gold,2.Rest of US,Embedded Systems,p1,12,7,6,6,0.0,0,0.0,1.0,23.4,40.0,0,1,0.0,6903,0.0
5077,new,2.Gold,2.Rest of US,,p0,8,7,6,2,0.0,0,3.0,133.0,23.4,40.0,0,1,0.0,6701,0.0
5078,new,2.Gold,2.Rest of US,DevOps,p1,10,9,6,4,0.0,0,57.0,42.0,23.4,40.0,0,1,1.0,6902,1.0
5079,existing,2.Gold,2.Rest of US,DevOps,p0,1,2,1,0,0.0,No Nice have skill,5340.0,No Nice have skill,23.4,40.0,0,5,0.0,8246,0.0
5080,new,2.Gold,2.Rest of US,,p1,6,4,6,0,0.0,No Nice have skill,177.0,No Nice have skill,23.4,40.0,0,2,0.0,6707,0.0
5081,new,4.Bronze,1.Bay Area,Fullstack (FE-heavy),p0,4,5,4,0,0.0,No Nice have skill,22.0,No Nice have skill,11.5,40.0,0,3,0.0,6708,0.0
5082,new,4.Bronze,1.Bay Area,Data Engineering,p1,2,1,2,0,0.0,No Nice have skill,21.0,No Nice have skill,11.5,20.0,0,3,0.0,6709,0.0
5083,new,4.Bronze,3.Top 30 GDP,Fullstack (BE-heavy),p1,7,7,6,1,0.0,0,59.0,292.0,1.5,40.0,0,4,0.0,6710,0.0
5085,new,4.Bronze,2.Rest of US,Mobile,p1,1,1,1,0,1442.0,No Nice have skill,4615.0,No Nice have skill,7.4,20.0,0,3,1.0,7258,1.0
5086,new,4.Bronze,2.Rest of US,Full Stack,p1,4,7,4,0,3.0,No Nice have skill,823.0,No Nice have skill,7.4,20.0,0,3,0.0,6810,0.0
5087,new,4.Bronze,2.Rest of US,Mobile,p1,1,1,1,0,1442.0,No Nice have skill,4615.0,No Nice have skill,7.4,20.0,0,3,1.0,6807,1.0
5088,new,2.Gold,1.Bay Area,Mobile,p0,3,2,3,0,0.0,No Nice have skill,83.0,No Nice have skill,22.2,40.0,0,2,0.0,6921,0.0
5089,new,3.Silver,2.Rest of US,Web Frontend,p0,6,8,6,0,2.0,No Nice have skill,52.0,No Nice have skill,13.0,40.0,0,2,0.0,6923,0.0
5090,new,4.Bronze,1.Bay Area,Full Stack,p0,5,3,5,0,0.0,No Nice have skill,9.0,No Nice have skill,11.5,40.0,0,3,0.0,7004,0.0
5091,existing,4.Bronze,2.Rest of US,Fullstack (BE-heavy),p0,5,2,5,0,0.0,No Nice have skill,0.0,No Nice have skill,7.4,20.0,0,5,0.0,8595,0.0
5092,existing,4.Bronze,2.Rest of US,Machine Learning,p0,2,1,2,0,0.0,No Nice have skill,995.0,No Nice have skill,7.4,40.0,0,5,0.0,8938,0.0
5093,new,4.Bronze,2.Rest of US,Fullstack (BE-heavy),p1,7,4,5,2,0.0,36.0,0.0,570.0,7.4,20.0,0,4,1.0,7318,1.0
5094,existing,4.Bronze,2.Rest of US,Fullstack (BE-heavy),p0,10,8,6,4,0.0,0,2.0,8.0,7.4,40.0,0,1,0.0,8937,0.0
5095,existing,4.Bronze,2.Rest of US,Web Frontend,p0,7,6,3,4,26.0,0,945.0,5.0,7.4,40.0,0,1,1.0,8936,1.0
5096,new,4.Bronze,1.Bay Area,Full Stack,p1,2,0,1,1,0.0,0,302.0,1535.0,11.5,40.0,0,4,0.0,7462,0.0
5097,new,3.Silver,2.Rest of US,Full Stack,p1,2,4,2,0,33.0,No Nice have skill,9581.0,No Nice have skill,13.0,40.0,0,3,0.0,7551,0.0
5098,new,3.Silver,2.Rest of US,Fullstack (FE-heavy),p1,3,3,2,1,60.0,3545.0,1461.0,9460.0,13.0,40.0,0,3,0.0,7556,0.0
5099,new,4.Bronze,1.Bay Area,Full Stack,p1,5,7,5,0,0.0,No Nice have skill,146.0,No Nice have skill,11.5,40.0,0,3,1.0,7671,1.0
5100,new,4.Bronze,1.Bay Area,,,1,1,1,0,0.0,No Nice have skill,1088.0,No Nice have skill,11.5,,0,3,0.0,8111,0.0
5101,new,3.Silver,3.Top 30 GDP,Web Backend,p1,8,5,5,4,0.0,0,7.0,1.0,2.6,40.0,0,1,0.0,8247,0.0
5102,existing,2.Gold,1.Bay Area,Full Stack,p0,9,7,5,4,0.0,0,326.0,17.0,22.2,40.0,0,1,0.0,9130,0.0
5103,new,2.Gold,1.Bay Area,Full Stack,p0,9,7,5,4,0.0,0,326.0,17.0,22.2,40.0,0,1,1.0,8248,1.0
5104,new,2.Gold,1.Bay Area,Full Stack,p0,1,1,1,0,645.0,No Nice have skill,1558.0,No Nice have skill,22.2,40.0,0,2,1.0,8829,1.0
5105,new,2.Gold,1.Bay Area,Full Stack,p0,9,7,5,4,0.0,0,326.0,17.0,22.2,40.0,0,1,1.0,8911,1.0
5106,new,4.Bronze,3.Top 30 GDP,Other,p0,1,0,1,0,0.0,No Nice have skill,302.0,No Nice have skill,1.5,40.0,0,3,0.0,8362,0.0
5107,new,4.Bronze,3.Top 30 GDP,Fullstack (FE-heavy),p0,4,3,4,0,0.0,No Nice have skill,8.0,No Nice have skill,1.5,50.0,0,3,0.0,9110,0.0
5108,new,4.Bronze,2.Rest of US,Fullstack (BE-heavy),p1,2,3,2,0,6.0,No Nice have skill,1085.0,No Nice have skill,7.4,40.0,0,3,0.0,8458,0.0
5109,new,4.Bronze,2.Rest of US,Web Backend,p0,2,1,2,0,1864.0,No Nice have skill,1054.0,No Nice have skill,7.4,40.0,0,3,0.0,8588,0.0
5110,new,4.Bronze,3.Top 30 GDP,Mobile,p0,2,3,2,0,19.0,No Nice have skill,511.0,No Nice have skill,1.5,40.0,0,3,0.0,8688,0.0
5111,new,3.Silver,2.Rest of US,Other,p1,3,1,1,2,515.0,0,1299.0,28.0,13.0,40.0,0,4,0.0,8721,0.0
5112,new,3.Silver,1.Bay Area,Fullstack (BE-heavy),p0,5,3,5,0,0.0,No Nice have skill,4.0,No Nice have skill,14.7,40.0,0,2,0.0,8830,0.0
5113,new,4.Bronze,1.Bay Area,Web Frontend,p0,5,8,2,3,105.0,105.0,12001.0,1089.0,11.5,40.0,0,4,0.0,9014,0.0
5114,new,4.Bronze,2.Rest of US,Full Stack,p1,3,5,2,1,0.0,148.0,846.0,11204.0,7.4,40.0,0,4,0.0,9190,0.0
5115,new,4.Bronze,2.Rest of US,Fullstack (FE-heavy),p1,6,3,4,2,0.0,0,43.0,236.0,7.4,40.0,0,4,0.0,9284,0.0
5116,new,3.Silver,2.Rest of US,Full Stack,p1,8,8,2,6,79.0,0,1024.0,1.0,13.0,40.0,0,1,0.0,9319,0.0
5146,new,4.Bronze,3.Top 30 GDP,Data Engineering,,3,2,1,2,9808.0,0,17893.0,23.0,,,0,0,0.0,7979,0.0
5147,existing,3.Silver,2.Rest of US,Full Stack,p1,5,7,4,1,6.0,9808.0,755.0,17893.0,13.0,40.0,0,5,0.0,8026,0.0
5148,existing,3.Silver,1.Bay Area,Machine Learning,p1,1,1,1,0,1620.0,No Nice have skill,6514.0,No Nice have skill,9.1,40.0,0,5,1.0,2999,1.0
5149,existing,3.Silver,1.Bay Area,Web Backend,p1,4,4,2,2,79.0,24.0,180.0,324.0,14.7,40.0,0,5,1.0,2269,1.0
5150,existing,3.Silver,1.Bay Area,Mobile,p1,3,2,2,1,160.0,0,573.0,4317.0,9.1,40.0,0,5,1.0,4023,1.0
5151,new,4.Bronze,4.Others,Full Stack,p1,3,4,3,0,106.0,No Nice have skill,3570.0,No Nice have skill,0.5,40.0,0,3,0.0,7750,0.0
5152,new,4.Bronze,4.Others,Mobile,p1,1,2,1,0,284.0,No Nice have skill,7078.0,No Nice have skill,0.5,40.0,0,3,0.0,7749,0.0
5153,new,4.Bronze,4.Others,Mobile,p1,1,1,1,0,873.0,No Nice have skill,1501.0,No Nice have skill,0.5,40.0,0,3,0.0,7748,0.0
5155,new,4.Bronze,2.Rest of US,Cloud - Security,p0,4,3,4,0,0.0,No Nice have skill,166.0,No Nice have skill,7.4,40.0,0,3,1.0,6487,1.0
5157,new,3.Silver,2.Rest of US,Web Backend,p1,7,5,4,3,0.0,0,4.0,767.0,13.0,40.0,0,4,0.0,7261,0.0
5158,new,4.Bronze,1.Bay Area,Full Stack,p1,6,8,4,2,2.0,3.0,171.0,1736.0,11.5,40.0,0,4,0.0,7362,0.0
5159,new,4.Bronze,2.Rest of US,Full Stack,p2,3,2,2,1,239.0,0,1025.0,255.0,7.4,40.0,0,4,0.0,7440,0.0
5161,new,4.Bronze,2.Rest of US,Mobile,p1,2,2,2,0,292.0,No Nice have skill,2291.0,No Nice have skill,7.4,40.0,0,3,0.0,7546,0.0
5162,new,4.Bronze,4.Others,DevOps,p1,3,1,3,0,0.0,No Nice have skill,47.0,No Nice have skill,0.5,40.0,0,3,0.0,7578,0.0
5163,new,4.Bronze,4.Others,Full Stack,p1,6,5,4,2,3.0,0,5.0,426.0,0.5,,0,4,0.0,7577,0.0
5164,new,4.Bronze,2.Rest of US,Full Stack,p1,6,8,4,2,37.0,178.0,749.0,4163.0,13.0,40.0,0,4,1.0,7596,1.0
5165,existing,4.Bronze,2.Rest of US,Full Stack,p1,6,8,4,2,37.0,178.0,749.0,11545.0,7.4,40.0,0,1,0.0,9137,0.0
5166,new,4.Bronze,2.Rest of US,Fullstack (BE-heavy),p1,6,6,1,5,9808.0,0,17893.0,0,13.0,40.0,0,0,0.0,7627,0.0
5167,existing,4.Bronze,2.Rest of US,Web Backend,,4,4,3,1,0.0,0,57.0,5857.0,7.4,40.0,0,5,0.0,8229,0.0
5168,new,4.Bronze,2.Rest of US,Web Backend,p1,4,4,3,1,0.0,0,57.0,5857.0,7.4,40.0,0,4,1.0,7600,1.0
5170,new,4.Bronze,2.Rest of US,Fullstack (BE-heavy),p1,1,1,1,0,64.0,No Nice have skill,377.0,No Nice have skill,7.4,40.0,0,3,0.0,7641,0.0
5171,new,4.Bronze,1.Bay Area,Other,,3,5,3,0,0.0,No Nice have skill,1273.0,No Nice have skill,11.5,40.0,0,3,0.0,8600,0.0
5172,new,4.Bronze,1.Bay Area,Web Frontend,p0,1,1,1,0,3467.0,No Nice have skill,8821.0,No Nice have skill,11.5,40.0,0,0,0.0,8566,0.0
5173,new,4.Bronze,1.Bay Area,,p0,4,2,4,0,0.0,No Nice have skill,238.0,No Nice have skill,11.5,40.0,0,3,0.0,8559,0.0
5174,new,4.Bronze,1.Bay Area,Other,p0,3,1,3,1,0.0,793.0,15.0,2281.0,11.5,40.0,0,3,0.0,8567,0.0
5175,new,4.Bronze,1.Bay Area,Web Backend,p0,1,2,1,0,9808.0,No Nice have skill,17893.0,No Nice have skill,11.5,40.0,0,0,0.0,8565,0.0
5176,new,3.Silver,2.Rest of US,Web Frontend,p1,4,4,3,1,59.0,0,1141.0,782.0,13.0,40.0,0,4,0.0,7724,0.0
5177,new,3.Silver,1.Bay Area,Fullstack (FE-heavy),p1,2,4,1,1,4251.0,9808.0,15643.0,17893.0,14.7,40.0,0,0,0.0,7760,0.0
5178,new,4.Bronze,2.Rest of US,Data Engineering,p1,2,2,2,0,13.0,No Nice have skill,1976.0,No Nice have skill,7.4,40.0,0,3,0.0,7784,0.0
5179,new,4.Bronze,3.Top 30 GDP,Full Stack,p0,6,4,4,2,0.0,0,71.0,1385.0,1.5,40.0,0,4,0.0,7816,0.0
5180,new,4.Bronze,3.Top 30 GDP,Web Frontend,p1,5,5,4,1,0.0,1442.0,15.0,4615.0,1.5,40.0,0,4,0.0,7823,0.0
5181,new,4.Bronze,2.Rest of US,Full Stack,p1,6,7,4,2,72.0,295.0,2001.0,2059.0,7.4,40.0,0,4,0.0,7890,0.0
5182,existing,4.Bronze,2.Rest of US,Full Stack,p1,1,2,1,0,4251.0,No Nice have skill,15643.0,No Nice have skill,7.4,40.0,0,0,0.0,9259,0.0
5183,new,4.Bronze,2.Rest of US,Mobile,p0,5,6,3,2,0.0,79.0,51.0,173.0,7.4,40.0,0,4,1.0,7931,1.0
5186,new,4.Bronze,2.Rest of US,Full Stack,p1,7,7,4,3,4.0,56.0,1774.0,5504.0,7.4,40.0,0,4,0.0,7936,0.0
5188,new,4.Bronze,3.Top 30 GDP,Data Engineering,p0,5,0,4,1,0.0,0,0.0,733.0,1.5,40.0,0,4,0.0,8022,0.0
5189,new,4.Bronze,3.Top 30 GDP,Web Backend,p0,7,4,4,3,0.0,0,44.0,120.0,1.5,40.0,0,4,0.0,8019,0.0
5190,new,4.Bronze,3.Top 30 GDP,Fullstack (BE-heavy),p0,6,4,4,2,0.0,0,2.0,19.0,1.5,40.0,0,4,0.0,8021,0.0
5191,new,4.Bronze,3.Top 30 GDP,Web Backend,p0,1,1,1,0,645.0,No Nice have skill,1558.0,No Nice have skill,1.5,40.0,0,3,0.0,7947,0.0
5192,new,4.Bronze,3.Top 30 GDP,Data Engineering,p0,6,0,4,2,0.0,0,5.0,19.0,1.5,40.0,0,4,0.0,8023,0.0
5193,new,4.Bronze,3.Top 30 GDP,Machine Learning,p0,5,4,4,1,0.0,0,180.0,1064.0,1.5,40.0,0,4,0.0,8024,0.0
5194,new,4.Bronze,3.Top 30 GDP,Mobile,p1,9,13,4,5,2.0,0,1122.0,18.0,1.5,40.0,0,1,0.0,8006,0.0
5195,new,4.Bronze,3.Top 30 GDP,Web Frontend,p1,6,9,3,3,6.0,39.0,2429.0,453.0,1.5,40.0,0,4,0.0,8663,0.0
5199,new,3.Silver,2.Rest of US,Full Stack,p0,4,4,3,1,120.0,0,3172.0,1311.0,13.0,40.0,0,4,0.0,8132,0.0
5200,new,3.Silver,2.Rest of US,Web Frontend,p1,9,10,4,5,29.0,0,6025.0,92.0,13.0,40.0,0,1,0.0,8473,0.0
5201,new,3.Silver,2.Rest of US,Mobile,p1,5,7,3,2,14.0,19.0,1949.0,511.0,13.0,40.0,0,4,0.0,8235,0.0
5202,new,4.Bronze,2.Rest of US,Web Backend,p0,3,3,3,0,9.0,No Nice have skill,147.0,No Nice have skill,7.4,40.0,0,3,0.0,8275,0.0
5203,new,4.Bronze,2.Rest of US,Web Frontend,p0,3,4,3,0,95.0,No Nice have skill,1702.0,No Nice have skill,7.4,40.0,0,3,0.0,8274,0.0
5204,new,4.Bronze,2.Rest of US,QA,p0,4,1,4,0,0.0,No Nice have skill,74.0,No Nice have skill,7.4,40.0,0,3,0.0,8276,0.0
5205,new,4.Bronze,2.Rest of US,Web Backend,p1,3,2,2,1,645.0,148.0,1025.0,11204.0,7.4,40.0,0,4,1.0,8358,1.0
5206,new,4.Bronze,2.Rest of US,Full Stack,p1,4,5,2,2,1479.0,63.0,6563.0,731.0,7.4,,0,3,0.0,8502,0.0
5207,new,4.Bronze,2.Rest of US,Full Stack,p1,3,3,3,0,257.0,No Nice have skill,2592.0,No Nice have skill,7.4,40.0,0,3,0.0,8386,0.0
5208,new,4.Bronze,2.Rest of US,Mobile,p0,1,1,1,0,1442.0,No Nice have skill,4615.0,No Nice have skill,7.4,40.0,0,3,0.0,8426,0.0
