,must_have_skill_ids_tuple,must_have_skill_names,job_id,passed_must_have_skill total_devs,passed_must_have_skill Elite,passed_must_have_skill High Quality,passed_must_have_skill Average,passed_must_have_skill Low Quality,passed_must_have_skill Low Experience
1930,"(20, 93, 437)",['Bootstrap' 'JavaScript' 'Python'],1,0.0,,,,,
1931,"(20, 93, 568)",['Android/Kotlin' 'JavaScript' 'Python'],1,0.0,,,,,
1932,"(20,)",['Python'],241,9939.0,568.0,2169.0,869.0,619.0,5714.0
1933,"(200, 268)",['Image Recognition' 'Machine Learning'],2,0.0,,,,,
1934,"(200, 268, 541)",['Deep Learning' 'Image Recognition' 'Machine Learning'],1,0.0,,,,,
1935,"(200,)",['Image Recognition'],1,0.0,,,,,
1936,"(2031, 2036)",['Angular' 'React'],19,335.0,90.0,150.0,4.0,2.0,89.0
1937,"(2031, 2050)",['Python(Django)' 'React'],14,140.0,55.0,53.0,,,32.0
1938,"(2031, 2062)",['ASP.NET/C#' 'React'],1,67.0,25.0,29.0,1.0,2.0,10.0
1939,"(2031, 2087)","['PHP, Laravel' 'React']",2,128.0,75.0,42.0,2.0,,9.0
1940,"(2031, 2094)",['Data Engineer' 'React'],1,24.0,17.0,5.0,1.0,,1.0
1941,"(2031, 2096)",['Go' 'React'],1,79.0,28.0,25.0,1.0,1.0,24.0
1942,"(2031, 2101)",['React' 'React Hooks'],1,148.0,64.0,59.0,1.0,,24.0
1943,"(2031, 2101, 2109)",['React' 'React Hooks' 'Tailwind CSS'],1,0.0,,,,,
1944,"(2031, 2117)",['React' 'Shopify'],1,0.0,,,,,
1945,"(2031, 2117, 2118)",['Liquid' 'React' 'Shopify'],1,0.0,,,,,
1946,"(2031,)",['React'],259,4377.0,488.0,1208.0,52.0,24.0,2605.0
1947,"(2036, 2050)",['Angular' 'Python(Django)'],3,56.0,20.0,26.0,2.0,,8.0
1948,"(2036,)",['Angular'],32,3523.0,318.0,1232.0,1091.0,448.0,434.0
1949,"(2037,)",['Domain Driven Design'],1,0.0,,,,,
1950,"(204, 268)",['Deep Learning Algorithms' 'Machine Learning'],1,0.0,,,,,
1951,"(2050, 2108)",['Auth0' 'Python(Django)'],1,0.0,,,,,
1952,"(2050,)",['Python(Django)'],32,1888.0,181.0,507.0,101.0,182.0,917.0
1953,"(2055,)",['Unity'],3,0.0,,,,,
1954,"(2061,)",['MS SQLServer'],1,7047.0,826.0,2625.0,1144.0,726.0,1726.0
1955,"(2062,)",['ASP.NET/C#'],5,1522.0,151.0,611.0,434.0,240.0,86.0
1956,"(2067, 2099)",['SwiftUI' 'iOS - Swift'],3,888.0,24.0,112.0,492.0,171.0,89.0
1957,"(2067,)",['iOS - Swift'],68,888.0,24.0,112.0,492.0,171.0,89.0
1958,"(2068,)",['Android - Java'],3,1994.0,98.0,327.0,982.0,427.0,160.0
1959,"(2084,)",['Data Analyst'],1,1199.0,78.0,308.0,112.0,96.0,605.0
1960,"(2087, 2096)","['Go' 'PHP, Laravel']",1,34.0,15.0,12.0,3.0,1.0,3.0
1961,"(2087,)","['PHP, Laravel']",20,2089.0,264.0,924.0,551.0,174.0,176.0
1962,"(2091, 2094)",['Data Engineer' 'Data Engineering'],4,1458.0,172.0,496.0,158.0,127.0,505.0
1963,"(2091, 2097)",['BigQuery' 'Data Engineering'],1,52.0,13.0,17.0,4.0,5.0,13.0
1964,"(2091,)",['Data Engineering'],8,1458.0,172.0,496.0,158.0,127.0,505.0
1965,"(2092, 2094)",['Data Engineer' 'Data Pipelines'],1,0.0,,,,,
1966,"(2094,)",['Data Engineer'],11,1458.0,172.0,496.0,158.0,127.0,505.0
1967,"(2096,)",['Go'],6,764.0,93.0,236.0,214.0,76.0,145.0
1968,"(2098,)",['Growth Engineering'],1,0.0,,,,,
1969,"(2100,)",['WebRTC'],2,0.0,,,,,
1970,"(2101,)",['React Hooks'],1,171.0,74.0,66.0,3.0,3.0,25.0
1971,"(2103, 2104)",['Braze' 'Mixpanel'],1,0.0,,,,,
1972,"(2109,)",['Tailwind CSS'],1,0.0,,,,,
1973,"(2114,)",['Designer'],1,509.0,24.0,48.0,273.0,147.0,17.0
1974,"(2115,)",['QA'],21,793.0,32.0,72.0,467.0,172.0,50.0
1975,"(2117, 2142)",['Shopify' 'WooCommerce'],1,0.0,,,,,
1976,"(2117,)",['Shopify'],5,0.0,,,,,
1977,"(216, 223, 710)",['Pandas' 'Python for Data Science' 'Tensorflow'],1,0.0,,,,,
1978,"(216, 710)",['Pandas' 'Python for Data Science'],1,0.0,,,,,
1979,"(217, 268, 274, 411)",['Data Science' 'Machine Learning' 'Numpy' 'SpaCy'],1,0.0,,,,,
1980,"(22, 120, 287)",['Bash' 'NoSQL' 'Node.js'],1,0.0,,,,,
1981,"(22, 166, 307, 359, 836)",['AWS DevOps' 'Bash' 'Jenkins' 'LAMP' 'Linux '],1,0.0,,,,,
1982,"(22, 29, 120, 1849)",['Bash' 'Java' 'Node.js' 'Tech Lead'],1,0.0,,,,,
1983,"(22, 54, 63)",['Bash' 'CI/CD' 'DevOps'],1,0.0,,,,,
1984,"(22, 54, 80, 433)",['AWS' 'Bash' 'DevOps' 'Terraform'],1,0.0,,,,,
1985,"(22, 55, 166, 179)",['Bash' 'Docker' 'Linux ' 'Network Protocols'],1,0.0,,,,,
1986,"(221, 250, 256, 347, 1300, 1849, 2094)","['Agile' 'Amazon Redshift' 'Data Engineer' 'Data Warehousing' 'ETL'
 'Spark' 'Tech Lead']",1,0.0,,,,,
1987,"(221, 268, 2097)",['BigQuery' 'Machine Learning' 'Spark'],1,0.0,,,,,
1988,"(221, 277, 2094)",['Data Engineer' 'Kotlin' 'Spark'],1,0.0,,,,,
1989,"(221,)",['Spark'],1,119.0,19.0,49.0,22.0,2.0,27.0
1990,"(222, 223, 268, 710)",['Keras' 'Machine Learning' 'Python for Data Science' 'Tensorflow'],1,0.0,,,,,
1991,"(223, 226, 227, 268, 541)",['Deep Learning' 'MXNet' 'Machine Learning' 'PyTorch' 'Tensorflow'],1,0.0,,,,,
1992,"(223, 268, 270, 394)",['Data Modeling' 'Machine Learning' 'Stanford CoreNLP' 'Tensorflow'],1,0.0,,,,,
1993,"(223, 541)",['Deep Learning' 'Tensorflow'],1,0.0,,,,,
1994,"(224, 226, 411, 710)",['Data Science' 'PyTorch' 'Python for Data Science' 'Scikit-Learn'],1,0.0,,,,,
1995,"(226, 268, 433)",['AWS' 'Machine Learning' 'PyTorch'],1,1.0,1.0,,,,
1996,"(232, 2031)",['DynamoDB' 'React'],1,0.0,,,,,
1997,"(232, 234, 720, 1013)",['AWS Glue' 'AWS Lambda' 'AWS Solutions Architecture' 'DynamoDB'],1,0.0,,,,,
1998,"(232, 433, 1013, 2031)",['AWS' 'AWS Lambda' 'DynamoDB' 'React'],1,0.0,,,,,
1999,"(234, 1300, 2091)",['AWS Glue' 'Data Engineering' 'ETL'],1,0.0,,,,,
2000,"(234, 250, 433, 1013)",['AWS' 'AWS Glue' 'AWS Lambda' 'Amazon Redshift'],1,0.0,,,,,
2001,"(234, 250, 433, 1013, 1300, 1727)",['AWS' 'AWS Glue' 'AWS Lambda' 'Amazon Redshift' 'ETL' 'PySpark'],1,0.0,,,,,
2002,"(234, 675, 1300, 1727)",['AS3' 'AWS Glue' 'ETL' 'PySpark'],1,0.0,,,,,
2003,"(234,)",['AWS Glue'],1,1696.0,293.0,736.0,329.0,136.0,202.0
2004,"(24, 29, 282, 2031)",['Express.js' 'Java' 'NGINX' 'React'],1,0.0,,,,,
2005,"(24, 55, 61, 166)",['Docker' 'Kubernetes' 'Linux ' 'NGINX'],1,0.0,,,,,
2006,"(24, 55, 61, 86, 315)",['Docker' 'Elixir' 'Kubernetes' 'NGINX' 'PostgreSQL'],1,0.0,,,,,
2007,"(24, 61, 76, 113, 836)",['AWS DevOps' 'ElasticSearch' 'Kubernetes' 'MySQL' 'NGINX'],1,0.0,,,,,
2008,"(24, 86, 113, 120, 352, 433)",['AWS' 'Apache' 'MySQL' 'NGINX' 'Node.js' 'PostgreSQL'],1,0.0,,,,,
2009,"(24, 93, 2031)",['JavaScript' 'NGINX' 'React'],1,0.0,,,,,
2010,"(242, 1013, 2094)",['AWS Lambda' 'Airflow' 'Data Engineer'],1,0.0,,,,,
2011,"(242, 1300, 2050)",['Airflow' 'ETL' 'Python(Django)'],1,0.0,,,,,
2012,"(243, 433)",['AWS' 'Neo4j'],1,0.0,,,,,
2013,"(245, 2101)",['Apache Kafka' 'React Hooks'],1,0.0,,,,,
2014,"(246, 2031)",['RDBMS' 'React'],1,0.0,,,,,
2015,"(249, 1013)",['AWS Lambda' 'Cloud'],1,0.0,,,,,
2016,"(249, 2031)",['Cloud' 'React'],1,0.0,,,,,
2017,"(249, 2091)",['Cloud' 'Data Engineering'],1,0.0,,,,,
2018,"(249, 268)",['Cloud' 'Machine Learning'],1,0.0,,,,,
2019,"(249, 305, 769)",['Cloud' 'Microservices' 'Software Development'],1,0.0,,,,,
2020,"(249, 377, 433, 1299)",['AWS' 'Back-End Development' 'Cloud' 'Team Management'],1,0.0,,,,,
2021,"(249, 394, 411, 433)",['AWS' 'Cloud' 'Data Modeling' 'Data Science'],1,0.0,,,,,
2022,"(249, 433)",['AWS' 'Cloud'],1,0.0,,,,,
2023,"(249, 769)",['Cloud' 'Software Development'],1,0.0,,,,,
2024,"(249, 836)",['AWS DevOps' 'Cloud'],1,0.0,,,,,
2025,"(249,)",['Cloud'],5,0.0,,,,,
2026,"(25, 120, 1013)",['AWS Lambda' 'Django' 'Node.js'],1,7.0,6.0,1.0,,,
2027,"(25, 121, 2031)",['Django' 'React' 'Redux'],1,28.0,14.0,12.0,,,2.0
2028,"(25, 122)",['Django' 'Vue.js'],1,96.0,38.0,33.0,1.0,3.0,21.0
2029,"(25, 124)",['Django' 'Software Architecture'],1,0.0,,,,,
2030,"(25, 1367)",['Django' 'Django Rest Framework'],1,1888.0,181.0,507.0,101.0,182.0,917.0
2031,"(25, 1367, 2031, 2050)",['Django' 'Django Rest Framework' 'Python(Django)' 'React'],1,140.0,55.0,53.0,,,32.0
2032,"(25, 159, 1123, 1938, 2031)",['Django' 'GraphQL' 'React' 'UI Design' 'UX Design'],1,1.0,1.0,,,,
2033,"(25, 159, 2031)",['Django' 'GraphQL' 'React'],1,18.0,13.0,5.0,,,
2034,"(25, 2031)",['Django' 'React'],4,140.0,55.0,53.0,,,32.0
2035,"(25, 2050)",['Django' 'Python(Django)'],2,1888.0,181.0,507.0,101.0,182.0,917.0
2036,"(25, 289, 394, 1367, 2031)","['3P APIs & Libraries' 'Data Modeling' 'Django' 'Django Rest Framework'
 'React']",1,0.0,,,,,
2037,"(25, 328)",['Django' 'Third party APIs'],3,0.0,,,,,
2038,"(25, 433, 2031)",['AWS' 'Django' 'React'],2,3.0,3.0,,,,
2039,"(25, 437, 2031)",['Bootstrap' 'Django' 'React'],1,0.0,,,,,
2040,"(25, 49, 55, 69, 125, 249)",['API Design' 'Azure' 'Cloud' 'Django' 'Docker' 'Security'],1,0.0,,,,,
2041,"(25, 720, 2031)",['AWS Solutions Architecture' 'Django' 'React'],2,26.0,21.0,3.0,,,2.0
2042,"(25, 73, 86, 2050)",['Django' 'GitHub' 'PostgreSQL' 'Python(Django)'],1,0.0,,,,,
2043,"(25, 86)",['Django' 'PostgreSQL'],1,414.0,107.0,181.0,18.0,16.0,92.0
2044,"(25, 86, 120, 131, 2031)",['Django' 'Heroku' 'Node.js' 'PostgreSQL' 'React'],1,0.0,,,,,
2045,"(25, 93, 107, 387)",['CSS' 'Django' 'HTML' 'JavaScript'],1,7.0,5.0,2.0,,,
2046,"(25,)",['Django'],2,1888.0,181.0,507.0,101.0,182.0,917.0
2047,"(250, 2097)",['Amazon Redshift' 'BigQuery'],1,0.0,,,,,
2048,"(256, 394, 1300, 2091)",['Data Engineering' 'Data Modeling' 'Data Warehousing' 'ETL'],1,0.0,,,,,
2049,"(256,)",['Data Warehousing'],1,0.0,,,,,
2050,"(257, 351)",['Business Intelligence' 'Data Analysis'],1,0.0,,,,,
2051,"(258, 554, 1366)",['ERP' 'Git' 'Odoo'],1,0.0,,,,,
2052,"(259, 666, 1821)",['ASP.NET' 'MS SQL Server' 'SSIS'],1,0.0,,,,,
2053,"(26, 1013, 2097)",['AWS Lambda' 'BigQuery' 'Go/Golang'],1,0.0,,,,,
2054,"(26, 111, 113, 116, 143, 305)",['GRPC' 'Go/Golang' 'Microservices' 'MongoDB' 'MySQL' 'REST/RESTful APIs'],1,0.0,,,,,
2055,"(26, 111, 114, 167, 287)","['Algorithms and Data Structures' 'Go/Golang' 'NoSQL' 'REST/RESTful APIs'
 'SQL']",1,0.0,,,,,
2056,"(26, 111, 166)",['Go/Golang' 'Linux ' 'REST/RESTful APIs'],1,0.0,,,,,
2057,"(26, 111, 167)",['Algorithms and Data Structures' 'Go/Golang' 'REST/RESTful APIs'],3,21.0,11.0,8.0,,1.0,1.0
2058,"(26, 111, 249, 444, 1847)","['Business Application Development' 'Cloud' 'Communication' 'Go/Golang'
 'REST/RESTful APIs']",1,0.0,,,,,
2059,"(26, 111, 305, 1403)",['AWS Cognito' 'Go/Golang' 'Microservices' 'REST/RESTful APIs'],1,5.0,3.0,2.0,,,
2060,"(26, 111, 433)",['AWS' 'Go/Golang' 'REST/RESTful APIs'],1,6.0,3.0,2.0,,1.0,
2061,"(26, 111, 433, 1013, 1300)",['AWS' 'AWS Lambda' 'ETL' 'Go/Golang' 'REST/RESTful APIs'],1,0.0,,,,,
2062,"(26, 111, 720, 1300)",['AWS Solutions Architecture' 'ETL' 'Go/Golang' 'REST/RESTful APIs'],1,0.0,,,,,
2063,"(26, 113, 2096)",['Go' 'Go/Golang' 'MySQL'],1,179.0,55.0,76.0,21.0,6.0,21.0
2064,"(26, 113, 305, 377)",['Go/Golang' 'Microservices' 'MySQL' 'Team Management'],1,1.0,1.0,,,,
2065,"(26, 114)",['Go/Golang' 'SQL'],4,179.0,55.0,76.0,21.0,6.0,21.0
2066,"(26, 114, 1615)",['API Integrations  ' 'Go/Golang' 'SQL'],1,0.0,,,,,
2067,"(26, 114, 2031)",['Go/Golang' 'React' 'SQL'],1,17.0,15.0,2.0,,,
2068,"(26, 114, 433)",['AWS' 'Go/Golang' 'SQL'],1,6.0,4.0,1.0,,1.0,
2069,"(26, 116)",['Go/Golang' 'MongoDB'],1,53.0,21.0,18.0,7.0,2.0,5.0
2070,"(26, 116, 125)",['API Design' 'Go/Golang' 'MongoDB'],2,0.0,,,,,
2071,"(26, 120)",['Go/Golang' 'Node.js'],1,101.0,40.0,43.0,11.0,1.0,6.0
2072,"(26, 120, 2031)",['Go/Golang' 'Node.js' 'React'],1,40.0,21.0,13.0,1.0,,5.0
2073,"(26, 120, 249, 2096)",['Cloud' 'Go' 'Go/Golang' 'Node.js'],1,0.0,,,,,
2074,"(26, 120, 268, 1057)",['Artificial Intelligence' 'Go/Golang' 'Machine Learning' 'Node.js'],1,0.0,,,,,
2075,"(26, 121, 158, 2031)",['Go/Golang' 'React' 'Redux' 'Typescript'],1,6.0,4.0,2.0,,,
2076,"(26, 124)",['Go/Golang' 'Software Architecture'],1,0.0,,,,,
2077,"(26, 124, 165, 2031)",['Go/Golang' 'PHP' 'React' 'Software Architecture'],1,0.0,,,,,
2078,"(26, 125)",['API Design' 'Go/Golang'],1,0.0,,,,,
2079,"(26, 125, 1299)",['API Design' 'Back-End Development' 'Go/Golang'],1,0.0,,,,,
2080,"(26, 1299)",['Back-End Development' 'Go/Golang'],2,0.0,,,,,
2081,"(26, 158)",['Go/Golang' 'Typescript'],2,75.0,37.0,24.0,3.0,2.0,9.0
2082,"(26, 159)",['Go/Golang' 'GraphQL'],1,22.0,15.0,2.0,2.0,1.0,2.0
2083,"(26, 1615)",['API Integrations  ' 'Go/Golang'],2,0.0,,,,,
2084,"(26, 165, 2031)",['Go/Golang' 'PHP' 'React'],1,8.0,7.0,1.0,,,
2085,"(26, 166)",['Go/Golang' 'Linux '],1,0.0,,,,,
2086,"(26, 167, 180)",['Algorithms and Data Structures' 'Go/Golang' 'TCP/IP'],1,0.0,,,,,
2087,"(26, 1827)",['AWS Administration' 'Go/Golang'],1,61.0,27.0,25.0,7.0,1.0,1.0
2088,"(26, 192)",['Big Data' 'Go/Golang'],1,0.0,,,,,
2089,"(26, 2031)",['Go/Golang' 'React'],13,79.0,28.0,25.0,1.0,1.0,24.0
2090,"(26, 2049)",['Go/Golang' 'PHP/MySQL'],1,29.0,17.0,9.0,2.0,1.0,
2091,"(26, 2050)",['Go/Golang' 'Python(Django)'],1,30.0,15.0,6.0,1.0,1.0,7.0
2092,"(26, 2091)",['Data Engineering' 'Go/Golang'],1,19.0,10.0,7.0,1.0,1.0,
2093,"(26, 2096)",['Go' 'Go/Golang'],8,764.0,93.0,236.0,214.0,76.0,145.0
2094,"(26, 2100)",['Go/Golang' 'WebRTC'],1,0.0,,,,,
2095,"(26, 246, 287, 305)",['Go/Golang' 'Microservices' 'NoSQL' 'RDBMS'],1,0.0,,,,,
2096,"(26, 249, 2096)",['Cloud' 'Go' 'Go/Golang'],1,0.0,,,,,
2097,"(26, 249, 2133)",['AWS Operations' 'Cloud' 'Go/Golang'],1,0.0,,,,,
2098,"(26, 27)",['C++' 'Go/Golang'],1,44.0,13.0,17.0,7.0,2.0,5.0
2099,"(26, 27, 1849)",['C++' 'Go/Golang' 'Tech Lead'],1,1.0,1.0,,,,
2100,"(26, 27, 29, 107, 111, 160, 2031)",['C++' 'CSS' 'Go/Golang' 'Java' 'REST/RESTful APIs' 'React' 'React Native'],1,0.0,,,,,
2101,"(26, 27, 29, 86, 159, 165)",['C++' 'Go/Golang' 'GraphQL' 'Java' 'PHP' 'PostgreSQL'],1,2.0,1.0,,,1.0,
2102,"(26, 27, 64, 328, 2031)",['C++' 'Go/Golang' 'React' 'Rust' 'Third party APIs'],1,0.0,,,,,
2103,"(26, 27, 64, 475)",['C++' 'Go/Golang' 'Rust' 'Solidity'],1,0.0,,,,,
2104,"(26, 29)",['Go/Golang' 'Java'],1,129.0,33.0,57.0,19.0,4.0,16.0
2105,"(26, 29, 158, 159, 2031)",['Go/Golang' 'GraphQL' 'Java' 'React' 'Typescript'],1,3.0,3.0,,,,
2106,"(26, 29, 2105)",['Computer Science Fundamentals' 'Go/Golang' 'Java'],2,0.0,,,,,
2107,"(26, 29, 277)",['Go/Golang' 'Java' 'Kotlin'],1,2.0,2.0,,,,
2108,"(26, 29, 30, 2062)",['ASP.NET/C#' 'Go/Golang' 'Java' 'Ruby on Rails'],1,0.0,,,,,
2109,"(26, 29, 433)",['AWS' 'Go/Golang' 'Java'],1,3.0,2.0,,,1.0,
2110,"(26, 29, 55, 249, 1299)",['Back-End Development' 'Cloud' 'Docker' 'Go/Golang' 'Java'],1,0.0,,,,,
2111,"(26, 29, 64)",['Go/Golang' 'Java' 'Rust'],1,2.0,2.0,,,,
2112,"(26, 29, 66, 67, 76, 113, 433)",['AWS' 'Cassandra' 'ElasticSearch' 'Go/Golang' 'Java' 'Kafka' 'MySQL'],1,0.0,,,,,
2113,"(26, 29, 93, 120)",['Go/Golang' 'Java' 'JavaScript' 'Node.js'],1,0.0,,,,,
2114,"(26, 29, 93, 158, 304)",['Blockchain' 'Go/Golang' 'Java' 'JavaScript' 'Typescript'],1,0.0,,,,,
2115,"(26, 30, 114)",['Go/Golang' 'Ruby on Rails' 'SQL'],1,5.0,4.0,1.0,,,
2116,"(26, 30, 2096)",['Go' 'Go/Golang' 'Ruby on Rails'],2,17.0,4.0,10.0,1.0,1.0,1.0
2117,"(26, 30, 305)",['Go/Golang' 'Microservices' 'Ruby on Rails'],1,1.0,,1.0,,,
2118,"(26, 30, 433)",['AWS' 'Go/Golang' 'Ruby on Rails'],1,2.0,2.0,,,,
2119,"(26, 304)",['Blockchain' 'Go/Golang'],3,28.0,11.0,14.0,2.0,,1.0
2120,"(26, 305)",['Go/Golang' 'Microservices'],6,30.0,13.0,11.0,4.0,,2.0
2121,"(26, 305, 1299)",['Back-End Development' 'Go/Golang' 'Microservices'],1,0.0,,,,,
2122,"(26, 305, 342)",['Go/Golang' 'Microservices' 'TDD/Test-Driven Development'],1,0.0,,,,,
2123,"(26, 342)",['Go/Golang' 'TDD/Test-Driven Development'],1,0.0,,,,,
2124,"(26, 433)",['AWS' 'Go/Golang'],12,9.0,5.0,3.0,,1.0,
2125,"(26, 483)",['Distributed Systems' 'Go/Golang'],2,0.0,,,,,
2126,"(26, 54, 114, 120, 2031)",['DevOps' 'Go/Golang' 'Node.js' 'React' 'SQL'],1,0.0,,,,,
2127,"(26, 54, 2096)",['DevOps' 'Go' 'Go/Golang'],1,0.0,,,,,
2128,"(26, 54, 61, 70, 433)",['AWS' 'DevOps' 'GCP' 'Go/Golang' 'Kubernetes'],1,0.0,,,,,
2129,"(26, 55)",['Docker' 'Go/Golang'],2,190.0,48.0,75.0,32.0,7.0,28.0
2130,"(26, 55, 114, 433)",['AWS' 'Docker' 'Go/Golang' 'SQL'],1,4.0,3.0,1.0,,,
2131,"(26, 55, 249)",['Cloud' 'Docker' 'Go/Golang'],1,0.0,,,,,
2132,"(26, 55, 433)",['AWS' 'Docker' 'Go/Golang'],3,5.0,3.0,2.0,,,
2133,"(26, 55, 61, 116, 922)",['Docker' 'Go/Golang' 'Kubernetes' 'MongoDB' 'RabbitMQ'],1,0.0,,,,,
2134,"(26, 55, 61, 1302, 1535)",['Docker' 'Fullstack Development' 'Go/Golang' 'Kubernetes' 'OpenShift'],1,0.0,,,,,
2135,"(26, 55, 61, 143, 159)",['Docker' 'GRPC' 'Go/Golang' 'GraphQL' 'Kubernetes'],1,0.0,,,,,
2136,"(26, 55, 61, 433)",['AWS' 'Docker' 'Go/Golang' 'Kubernetes'],1,3.0,2.0,1.0,,,
2137,"(26, 55, 61, 67, 113, 116)",['Docker' 'Go/Golang' 'Kafka' 'Kubernetes' 'MongoDB' 'MySQL'],1,0.0,,,,,
2138,"(26, 55, 61, 73, 116, 159, 258)",['Docker' 'Git' 'GitHub' 'Go/Golang' 'GraphQL' 'Kubernetes' 'MongoDB'],1,0.0,,,,,
2139,"(26, 55, 720)",['AWS Solutions Architecture' 'Docker' 'Go/Golang'],1,32.0,20.0,10.0,2.0,,
2140,"(26, 55, 86)",['Docker' 'Go/Golang' 'PostgreSQL'],1,58.0,26.0,23.0,5.0,1.0,3.0
2141,"(26, 60, 61, 836)",['AWS DevOps' 'Go/Golang' 'Google Cloud Platform' 'Kubernetes'],1,0.0,,,,,
2142,"(26, 61)",['Go/Golang' 'Kubernetes'],4,78.0,15.0,35.0,20.0,1.0,7.0
2143,"(26, 61, 120, 433)",['AWS' 'Go/Golang' 'Kubernetes' 'Node.js'],1,0.0,,,,,
2144,"(26, 61, 249)",['Cloud' 'Go/Golang' 'Kubernetes'],1,0.0,,,,,
2145,"(26, 61, 63)",['CI/CD' 'Go/Golang' 'Kubernetes'],1,0.0,,,,,
2146,"(26, 61, 80, 720)",['AWS Solutions Architecture' 'Go/Golang' 'Kubernetes' 'Terraform'],1,0.0,,,,,
2147,"(26, 61, 93, 165, 433)",['AWS' 'Go/Golang' 'JavaScript' 'Kubernetes' 'PHP'],1,0.0,,,,,
2148,"(26, 63, 111, 287)",['CI/CD' 'Go/Golang' 'NoSQL' 'REST/RESTful APIs'],1,0.0,,,,,
2149,"(26, 63, 249)",['CI/CD' 'Cloud' 'Go/Golang'],1,0.0,,,,,
2150,"(26, 63, 64, 258)",['CI/CD' 'Git' 'Go/Golang' 'Rust'],1,0.0,,,,,
2151,"(26, 63, 70, 166, 180, 433)",['AWS' 'CI/CD' 'GCP' 'Go/Golang' 'Linux ' 'TCP/IP'],1,0.0,,,,,
2152,"(26, 64, 475)",['Go/Golang' 'Rust' 'Solidity'],1,0.0,,,,,
2153,"(26, 67, 116)",['Go/Golang' 'Kafka' 'MongoDB'],1,0.0,,,,,
2154,"(26, 69)",['Azure' 'Go/Golang'],1,9.0,6.0,2.0,,1.0,
2155,"(26, 70, 166, 258, 433)",['AWS' 'GCP' 'Git' 'Go/Golang' 'Linux '],1,0.0,,,,,
2156,"(26, 70, 166, 720, 1250)",['AWS Solutions Architecture' 'GCP' 'GitLab' 'Go/Golang' 'Linux '],1,0.0,,,,,
2157,"(26, 70, 2031)",['GCP' 'Go/Golang' 'React'],1,0.0,,,,,
2158,"(26, 80)",['Go/Golang' 'Terraform'],1,0.0,,,,,
2159,"(26, 80, 812, 1615)",['API Integrations  ' 'Go/Golang' 'Terraform' 'Windows SDK'],1,0.0,,,,,
2160,"(26, 86)",['Go/Golang' 'PostgreSQL'],1,179.0,55.0,76.0,21.0,6.0,21.0
2161,"(26, 86, 111, 125, 264)",['API Design' 'Go/Golang' 'JSON' 'PostgreSQL' 'REST/RESTful APIs'],1,0.0,,,,,
2162,"(26, 86, 111, 159)",['Go/Golang' 'GraphQL' 'PostgreSQL' 'REST/RESTful APIs'],1,7.0,5.0,1.0,,1.0,
2163,"(26, 86, 114, 158, 159)",['Go/Golang' 'GraphQL' 'PostgreSQL' 'SQL' 'Typescript'],1,9.0,8.0,,,1.0,
2164,"(26, 86, 116, 125)",['API Design' 'Go/Golang' 'MongoDB' 'PostgreSQL'],1,0.0,,,,,
2165,"(26, 86, 116, 305)",['Go/Golang' 'Microservices' 'MongoDB' 'PostgreSQL'],2,3.0,2.0,,,,1.0
2166,"(26, 86, 159, 249)",['Cloud' 'Go/Golang' 'GraphQL' 'PostgreSQL'],1,0.0,,,,,
2167,"(26, 86, 392)",['Flutter' 'Go/Golang' 'PostgreSQL'],1,5.0,1.0,3.0,,1.0,
2168,"(26, 86, 433)",['AWS' 'Go/Golang' 'PostgreSQL'],1,6.0,4.0,1.0,,1.0,
2169,"(26, 86, 87)",['Go/Golang' 'PostgreSQL' 'Redis'],1,21.0,12.0,6.0,,1.0,2.0
2170,"(26, 87, 91, 114)",['C#' 'Go/Golang' 'Redis' 'SQL'],1,3.0,3.0,,,,
2171,"(26, 93, 111, 2031)",['Go/Golang' 'JavaScript' 'REST/RESTful APIs' 'React'],1,0.0,,,,,
2172,"(26, 93, 116, 120, 282, 1059)",['Express.js' 'Go/Golang' 'JavaScript' 'MongoDB' 'Node.js' 'Web API'],1,0.0,,,,,
2173,"(26, 93, 120, 158, 1302, 2031)","['Fullstack Development' 'Go/Golang' 'JavaScript' 'Node.js' 'React'
 'Typescript']",1,0.0,,,,,
2174,"(26, 93, 122, 2031, 2036)",['Angular' 'Go/Golang' 'JavaScript' 'React' 'Vue.js'],2,0.0,,,,,
2175,"(26, 93, 160, 2031)",['Go/Golang' 'JavaScript' 'React' 'React Native'],1,0.0,,,,,
2176,"(26,)",['Go/Golang'],88,764.0,93.0,236.0,214.0,76.0,145.0
2177,"(264, 2031)",['JSON' 'React'],1,0.0,,,,,
2178,"(264, 265, 2036)",['Angular' 'JSON' 'XML'],1,0.0,,,,,
2179,"(264, 387)",['HTML' 'JSON'],1,0.0,,,,,
2180,"(265, 449, 526, 1615)",['API Integrations  ' 'WebScrape' 'WordPress' 'XML'],1,0.0,,,,,
2181,"(266,)",['Sound and Audio'],1,0.0,,,,,
2182,"(267, 1561)",['Mobile App Development' 'Video'],1,0.0,,,,,
2183,"(267, 433, 1302)",['AWS' 'Fullstack Development' 'Video'],1,0.0,,,,,
2184,"(267,)",['Video'],2,0.0,,,,,
2185,"(268, 1057)",['Artificial Intelligence' 'Machine Learning'],6,0.0,,,,,
2186,"(268, 1719)",['Machine Learning' 'Visual Basic .NET'],1,0.0,,,,,
2187,"(268, 2091, 2094)",['Data Engineer' 'Data Engineering' 'Machine Learning'],1,293.0,60.0,150.0,9.0,13.0,61.0
