,must_have_skill_ids_tuple,must_have_skill_names_y,total_positions,total_open_positions__c,dc,must_have_skill_names,job_id,passed_must_have_skill total_devs,passed_must_have_skill Elite,passed_must_have_skill High Quality,passed_must_have_skill Average,passed_must_have_skill Low Quality,passed_must_have_skill Low Experience
1625,"(20, 63, 73, 113, 120, 2031)",['CI/CD' 'GitHub' 'MySQL' 'Node.js' 'Python' 'React'],1.0,1.0,1,['CI/CD' 'GitHub' 'MySQL' 'Node.js' 'Python' 'React'],1,0.0,,,,,
1626,"(20, 63, 80, 268, 836)",['AWS DevOps' 'CI/CD' 'Machine Learning' 'Python' 'Terraform'],1.0,0.0,0,['AWS DevOps' 'CI/CD' 'Machine Learning' 'Python' 'Terraform'],1,0.0,,,,,
1627,"(20, 63, 836)",['AWS DevOps' 'CI/CD' 'Python'],2.0,2.0,0,['AWS DevOps' 'CI/CD' 'Python'],1,0.0,,,,,
1628,"(20, 63, 93, 124, 158, 433, 2031)","['AWS' 'CI/CD' 'JavaScript' 'Python' 'React' 'Software Architecture'
 'Typescript']",1.0,0.0,1,"['AWS' 'CI/CD' 'JavaScript' 'Python' 'React' 'Software Architecture'
 'Typescript']",1,0.0,,,,,
1629,"(20, 63, 93, 433)",['AWS' 'CI/CD' 'JavaScript' 'Python'],1.0,0.0,0,['AWS' 'CI/CD' 'JavaScript' 'Python'],1,0.0,,,,,
1630,"(20, 66, 70, 86, 114, 221, 242, 287)",['Airflow' 'Cassandra' 'GCP' 'NoSQL' 'PostgreSQL' 'Python' 'SQL' 'Spark'],1.0,0.0,0,['Airflow' 'Cassandra' 'GCP' 'NoSQL' 'PostgreSQL' 'Python' 'SQL' 'Spark'],1,0.0,,,,,
1631,"(20, 67, 104, 114, 116, 433)",['AWS' 'Kafka' 'MongoDB' 'Python' 'SQL' 'Scala'],1.0,0.0,0,['AWS' 'Kafka' 'MongoDB' 'Python' 'SQL' 'Scala'],1,0.0,,,,,
1632,"(20, 67, 80, 158, 305, 433)",['AWS' 'Kafka' 'Microservices' 'Python' 'Terraform' 'Typescript'],1.0,0.0,0,['AWS' 'Kafka' 'Microservices' 'Python' 'Terraform' 'Typescript'],1,0.0,,,,,
1633,"(20, 69, 158, 2036)",['Angular' 'Azure' 'Python' 'Typescript'],1.0,0.0,0,['Angular' 'Azure' 'Python' 'Typescript'],1,4.0,4.0,,,,
1634,"(20, 69, 166)",['Azure' 'Linux ' 'Python'],1.0,0.0,0,['Azure' 'Linux ' 'Python'],1,0.0,,,,,
1635,"(20, 69, 221)",['Azure' 'Python' 'Spark'],1.0,0.0,1,['Azure' 'Python' 'Spark'],1,3.0,1.0,1.0,,,1.0
1636,"(20, 69, 86, 433)",['AWS' 'Azure' 'PostgreSQL' 'Python'],1.0,0.0,0,['AWS' 'Azure' 'PostgreSQL' 'Python'],1,2.0,1.0,,,1.0,
1637,"(20, 70)",['GCP' 'Python'],3.0,0.0,2,['GCP' 'Python'],3,0.0,,,,,
1638,"(20, 70, 116, 120, 282, 2031)",['Express.js' 'GCP' 'MongoDB' 'Node.js' 'Python' 'React'],1.0,0.0,0,['Express.js' 'GCP' 'MongoDB' 'Node.js' 'Python' 'React'],1,0.0,,,,,
1639,"(20, 70, 2087)","['GCP' 'PHP, Laravel' 'Python']",5.0,0.0,5,"['GCP' 'PHP, Laravel' 'Python']",5,0.0,,,,,
1640,"(20, 70, 221)",['GCP' 'Python' 'Spark'],1.0,0.0,0,['GCP' 'Python' 'Spark'],1,0.0,,,,,
1641,"(20, 70, 73, 86)",['GCP' 'GitHub' 'PostgreSQL' 'Python'],1.0,0.0,0,['GCP' 'GitHub' 'PostgreSQL' 'Python'],1,0.0,,,,,
1642,"(20, 70, 93, 120, 122, 2031)",['GCP' 'JavaScript' 'Node.js' 'Python' 'React' 'Vue.js'],1.0,0.0,1,['GCP' 'JavaScript' 'Node.js' 'Python' 'React' 'Vue.js'],1,0.0,,,,,
1643,"(20, 70, 93, 120, 268, 433)",['AWS' 'GCP' 'JavaScript' 'Machine Learning' 'Node.js' 'Python'],1.0,0.0,0,['AWS' 'GCP' 'JavaScript' 'Machine Learning' 'Node.js' 'Python'],1,0.0,,,,,
1644,"(20, 71, 341, 1615)",['API Integrations  ' 'Atlassian' 'Jira' 'Python'],1.0,0.0,1,['API Integrations  ' 'Atlassian' 'Jira' 'Python'],1,0.0,,,,,
1645,"(20, 710)",['Python' 'Python for Data Science'],1.0,0.0,1,['Python' 'Python for Data Science'],2,9939.0,568.0,2169.0,869.0,619.0,5714.0
1646,"(20, 720)",['AWS Solutions Architecture' 'Python'],2.0,0.0,0,['AWS Solutions Architecture' 'Python'],2,631.0,140.0,298.0,26.0,11.0,156.0
1647,"(20, 720, 2036)",['AWS Solutions Architecture' 'Angular' 'Python'],1.0,0.0,0,['AWS Solutions Architecture' 'Angular' 'Python'],1,23.0,13.0,9.0,,1.0,
1648,"(20, 720, 2091)",['AWS Solutions Architecture' 'Data Engineering' 'Python'],1.0,0.0,0,['AWS Solutions Architecture' 'Data Engineering' 'Python'],1,127.0,43.0,68.0,,,16.0
1649,"(20, 73)",['GitHub' 'Python'],1.0,0.0,0,['GitHub' 'Python'],1,0.0,,,,,
1650,"(20, 73, 159, 433)",['AWS' 'GitHub' 'GraphQL' 'Python'],1.0,0.0,1,['AWS' 'GitHub' 'GraphQL' 'Python'],1,0.0,,,,,
1651,"(20, 73, 86, 122)",['GitHub' 'PostgreSQL' 'Python' 'Vue.js'],3.0,0.0,0,['GitHub' 'PostgreSQL' 'Python' 'Vue.js'],3,0.0,,,,,
1652,"(20, 79, 193, 222, 223)",['Computer Vision' 'Keras' 'Python' 'Tensorflow' 'Zookeeper'],1.0,0.0,0,['Computer Vision' 'Keras' 'Python' 'Tensorflow' 'Zookeeper'],1,0.0,,,,,
1653,"(20, 80)",['Python' 'Terraform'],4.0,3.0,3,['Python' 'Terraform'],4,0.0,,,,,
1654,"(20, 80, 114)",['Python' 'SQL' 'Terraform'],1.0,0.0,0,['Python' 'SQL' 'Terraform'],1,0.0,,,,,
1655,"(20, 80, 166, 433, 1013)",['AWS' 'AWS Lambda' 'Linux ' 'Python' 'Terraform'],1.0,0.0,0,['AWS' 'AWS Lambda' 'Linux ' 'Python' 'Terraform'],1,0.0,,,,,
1656,"(20, 80, 249, 433)",['AWS' 'Cloud' 'Python' 'Terraform'],1.0,1.0,0,['AWS' 'Cloud' 'Python' 'Terraform'],1,0.0,,,,,
1657,"(20, 80, 720)",['AWS Solutions Architecture' 'Python' 'Terraform'],1.0,0.0,0,['AWS Solutions Architecture' 'Python' 'Terraform'],1,0.0,,,,,
1658,"(20, 836)",['AWS DevOps' 'Python'],4.0,0.0,2,['AWS DevOps' 'Python'],5,631.0,140.0,298.0,26.0,11.0,156.0
1659,"(20, 836, 1013)",['AWS DevOps' 'AWS Lambda' 'Python'],1.0,1.0,1,['AWS DevOps' 'AWS Lambda' 'Python'],2,103.0,33.0,45.0,3.0,,22.0
1660,"(20, 836, 1059)",['AWS DevOps' 'Python' 'Web API'],2.0,2.0,2,['AWS DevOps' 'Python' 'Web API'],2,0.0,,,,,
1661,"(20, 836, 2050)",['AWS DevOps' 'Python' 'Python(Django)'],1.0,0.0,1,['AWS DevOps' 'Python' 'Python(Django)'],1,115.0,41.0,58.0,1.0,,15.0
1662,"(20, 86)",['PostgreSQL' 'Python'],7.0,0.0,1,['PostgreSQL' 'Python'],7,2980.0,358.0,949.0,133.0,30.0,1510.0
1663,"(20, 86, 113, 120)",['MySQL' 'Node.js' 'PostgreSQL' 'Python'],1.0,1.0,0,['MySQL' 'Node.js' 'PostgreSQL' 'Python'],1,187.0,119.0,60.0,,2.0,6.0
1664,"(20, 86, 114, 1160, 1380)",['PostgreSQL' 'Postman' 'Python' 'SQL' 'Visual Studio'],1.0,0.0,0,['PostgreSQL' 'Postman' 'Python' 'SQL' 'Visual Studio'],1,0.0,,,,,
1665,"(20, 86, 116)",['MongoDB' 'PostgreSQL' 'Python'],1.0,0.0,0,['MongoDB' 'PostgreSQL' 'Python'],1,115.0,63.0,38.0,,1.0,13.0
1666,"(20, 86, 116, 1367, 2050)",['Django Rest Framework' 'MongoDB' 'PostgreSQL' 'Python' 'Python(Django)'],1.0,0.0,0,['Django Rest Framework' 'MongoDB' 'PostgreSQL' 'Python' 'Python(Django)'],1,24.0,17.0,3.0,,1.0,3.0
1667,"(20, 86, 120, 158, 614, 2031)",['Figma' 'Node.js' 'PostgreSQL' 'Python' 'React' 'Typescript'],1.0,0.0,0,['Figma' 'Node.js' 'PostgreSQL' 'Python' 'React' 'Typescript'],1,0.0,,,,,
1668,"(20, 86, 122, 1710)",['Nuxt.js' 'PostgreSQL' 'Python' 'Vue.js'],1.0,0.0,1,['Nuxt.js' 'PostgreSQL' 'Python' 'Vue.js'],1,3.0,2.0,,,1.0,
1669,"(20, 86, 1403, 1855, 2127)",['AWS Cognito' 'Angular 2+' 'PostgreSQL' 'Python' 'Serverless'],1.0,0.0,0,['AWS Cognito' 'Angular 2+' 'PostgreSQL' 'Python' 'Serverless'],1,0.0,,,,,
1670,"(20, 86, 2031)",['PostgreSQL' 'Python' 'React'],5.0,0.0,2,['PostgreSQL' 'Python' 'React'],5,114.0,79.0,26.0,,,9.0
1671,"(20, 86, 2096)",['Go' 'PostgreSQL' 'Python'],1.0,0.0,0,['Go' 'PostgreSQL' 'Python'],1,60.0,36.0,13.0,,1.0,10.0
1672,"(20, 86, 2136)",['GCP AppEngine' 'PostgreSQL' 'Python'],1.0,0.0,0,['GCP AppEngine' 'PostgreSQL' 'Python'],1,0.0,,,,,
1673,"(20, 86, 223)",['PostgreSQL' 'Python' 'Tensorflow'],1.0,0.0,0,['PostgreSQL' 'Python' 'Tensorflow'],1,81.0,22.0,35.0,2.0,2.0,20.0
1674,"(20, 86, 250, 598, 2031)",['Amazon Redshift' 'Javascript ES6' 'PostgreSQL' 'Python' 'React'],3.0,0.0,1,['Amazon Redshift' 'Javascript ES6' 'PostgreSQL' 'Python' 'React'],2,0.0,,,,,
1675,"(20, 86, 305, 433)",['AWS' 'Microservices' 'PostgreSQL' 'Python'],1.0,0.0,0,['AWS' 'Microservices' 'PostgreSQL' 'Python'],1,0.0,,,,,
1676,"(20, 86, 87, 113)",['MySQL' 'PostgreSQL' 'Python' 'Redis'],1.0,0.0,1,['MySQL' 'PostgreSQL' 'Python' 'Redis'],1,57.0,32.0,19.0,1.0,1.0,4.0
1677,"(20, 86, 91, 388)",['.NET Core' 'C#' 'PostgreSQL' 'Python'],1.0,0.0,1,['.NET Core' 'C#' 'PostgreSQL' 'Python'],1,0.0,,,,,
1678,"(20, 86, 93, 107, 387)",['CSS' 'HTML' 'JavaScript' 'PostgreSQL' 'Python'],1.0,0.0,0,['CSS' 'HTML' 'JavaScript' 'PostgreSQL' 'Python'],1,6.0,6.0,,,,
1679,"(20, 86, 93, 113, 120, 158, 433, 1938)","['AWS' 'JavaScript' 'MySQL' 'Node.js' 'PostgreSQL' 'Python' 'Typescript'
 'UX Design']",1.0,0.0,0,"['AWS' 'JavaScript' 'MySQL' 'Node.js' 'PostgreSQL' 'Python' 'Typescript'
 'UX Design']",1,0.0,,,,,
1680,"(20, 86, 93, 268, 433)",['AWS' 'JavaScript' 'Machine Learning' 'PostgreSQL' 'Python'],1.0,0.0,0,['AWS' 'JavaScript' 'Machine Learning' 'PostgreSQL' 'Python'],1,0.0,,,,,
1681,"(20, 86, 93, 397)",['Data Migration' 'JavaScript' 'PostgreSQL' 'Python'],1.0,0.0,0,['Data Migration' 'JavaScript' 'PostgreSQL' 'Python'],1,0.0,,,,,
1682,"(20, 87, 116, 223, 226, 433)",['AWS' 'MongoDB' 'PyTorch' 'Python' 'Redis' 'Tensorflow'],1.0,0.0,0,['AWS' 'MongoDB' 'PyTorch' 'Python' 'Redis' 'Tensorflow'],1,0.0,,,,,
1683,"(20, 87, 116, 433)",['AWS' 'MongoDB' 'Python' 'Redis'],1.0,0.0,1,['AWS' 'MongoDB' 'Python' 'Redis'],1,1.0,,,,1.0,
1684,"(20, 903)",['OpenStack' 'Python'],1.0,0.0,0,['OpenStack' 'Python'],1,0.0,,,,,
1685,"(20, 91)",['C#' 'Python'],1.0,0.0,0,['C#' 'Python'],1,325.0,72.0,127.0,19.0,6.0,101.0
1686,"(20, 91, 114, 433)",['AWS' 'C#' 'Python' 'SQL'],1.0,0.0,0,['AWS' 'C#' 'Python' 'SQL'],1,0.0,,,,,
1687,"(20, 91, 120, 2031)",['C#' 'Node.js' 'Python' 'React'],1.0,0.0,0,['C#' 'Node.js' 'Python' 'React'],1,10.0,9.0,1.0,,,
1688,"(20, 91, 1302)",['C#' 'Fullstack Development' 'Python'],1.0,0.0,0,['C#' 'Fullstack Development' 'Python'],1,0.0,,,,,
1689,"(20, 91, 1484)",['C#' 'Chatbot ' 'Python'],1.0,0.0,0,['C#' 'Chatbot ' 'Python'],1,0.0,,,,,
1690,"(20, 91, 166, 249, 2031)",['C#' 'Cloud' 'Linux ' 'Python' 'React'],1.0,0.0,0,['C#' 'Cloud' 'Linux ' 'Python' 'React'],1,0.0,,,,,
1691,"(20, 91, 1990)",['C#' 'Oracle ADF' 'Python'],1.0,0.0,0,['C#' 'Oracle ADF' 'Python'],1,0.0,,,,,
1692,"(20, 91, 388, 2036)",['.NET Core' 'Angular' 'C#' 'Python'],1.0,0.0,0,['.NET Core' 'Angular' 'C#' 'Python'],1,0.0,,,,,
1693,"(20, 93)",['JavaScript' 'Python'],20.0,7.0,5,['JavaScript' 'Python'],16,33.0,23.0,6.0,,,4.0
1694,"(20, 93, 1013, 1297)",['AWS Lambda' 'JavaScript' 'Python' 'Solution Architecture'],1.0,1.0,0,['AWS Lambda' 'JavaScript' 'Python' 'Solution Architecture'],1,0.0,,,,,
1695,"(20, 93, 107, 111, 174, 387, 2031)",['CSS' 'HTML' 'JavaScript' 'Python' 'REST/RESTful APIs' 'React' 'Unix'],1.0,0.0,0,['CSS' 'HTML' 'JavaScript' 'Python' 'REST/RESTful APIs' 'React' 'Unix'],1,0.0,,,,,
1696,"(20, 93, 107, 113, 284, 387, 2087)","['CSS' 'HTML' 'JavaScript' 'MySQL' 'PHP, Laravel' 'Python' 'jQuery']",1.0,0.0,0,"['CSS' 'HTML' 'JavaScript' 'MySQL' 'PHP, Laravel' 'Python' 'jQuery']",1,0.0,,,,,
1697,"(20, 93, 107, 114, 122, 165, 387)",['CSS' 'HTML' 'JavaScript' 'PHP' 'Python' 'SQL' 'Vue.js'],1.0,1.0,1,['CSS' 'HTML' 'JavaScript' 'PHP' 'Python' 'SQL' 'Vue.js'],1,1.0,1.0,,,,
1698,"(20, 93, 107, 2031)",['CSS' 'JavaScript' 'Python' 'React'],2.0,2.0,1,['CSS' 'JavaScript' 'Python' 'React'],2,2.0,2.0,,,,
1699,"(20, 93, 107, 387)",['CSS' 'HTML' 'JavaScript' 'Python'],1.0,0.0,0,['CSS' 'HTML' 'JavaScript' 'Python'],1,10.0,10.0,,,,
1700,"(20, 93, 111, 114, 158, 433)",['AWS' 'JavaScript' 'Python' 'REST/RESTful APIs' 'SQL' 'Typescript'],1.0,0.0,1,['AWS' 'JavaScript' 'Python' 'REST/RESTful APIs' 'SQL' 'Typescript'],1,0.0,,,,,
1701,"(20, 93, 111, 114, 158, 720)","['AWS Solutions Architecture' 'JavaScript' 'Python' 'REST/RESTful APIs'
 'SQL' 'Typescript']",1.0,0.0,0,"['AWS Solutions Architecture' 'JavaScript' 'Python' 'REST/RESTful APIs'
 'SQL' 'Typescript']",1,1.0,1.0,,,,
1702,"(20, 93, 114, 2031)",['JavaScript' 'Python' 'React' 'SQL'],1.0,0.0,0,['JavaScript' 'Python' 'React' 'SQL'],1,4.0,4.0,,,,
1703,"(20, 93, 114, 433, 1123)",['AWS' 'JavaScript' 'Python' 'SQL' 'UI Design'],1.0,0.0,0,['AWS' 'JavaScript' 'Python' 'SQL' 'UI Design'],1,0.0,,,,,
1704,"(20, 93, 116)",['JavaScript' 'MongoDB' 'Python'],1.0,0.0,0,['JavaScript' 'MongoDB' 'Python'],1,5.0,5.0,,,,
1705,"(20, 93, 116, 122)",['JavaScript' 'MongoDB' 'Python' 'Vue.js'],1.0,0.0,0,['JavaScript' 'MongoDB' 'Python' 'Vue.js'],1,3.0,3.0,,,,
1706,"(20, 93, 116, 411, 2091)",['Data Engineering' 'Data Science' 'JavaScript' 'MongoDB' 'Python'],1.0,0.0,0,['Data Engineering' 'Data Science' 'JavaScript' 'MongoDB' 'Python'],1,0.0,,,,,
1707,"(20, 93, 1160, 1314)",['Cypress' 'JavaScript' 'Postman' 'Python'],2.0,0.0,1,['Cypress' 'JavaScript' 'Postman' 'Python'],2,0.0,,,,,
1708,"(20, 93, 119)",['Ember.js' 'JavaScript' 'Python'],1.0,0.0,0,['Ember.js' 'JavaScript' 'Python'],1,0.0,,,,,
1709,"(20, 93, 120)",['JavaScript' 'Node.js' 'Python'],1.0,0.0,0,['JavaScript' 'Node.js' 'Python'],1,16.0,14.0,,,,2.0
1710,"(20, 93, 120, 121, 387, 2031)",['HTML' 'JavaScript' 'Node.js' 'Python' 'React' 'Redux'],1.0,0.0,0,['HTML' 'JavaScript' 'Node.js' 'Python' 'React' 'Redux'],1,1.0,1.0,,,,
1711,"(20, 93, 121, 2031)",['JavaScript' 'Python' 'React' 'Redux'],1.0,0.0,0,['JavaScript' 'Python' 'React' 'Redux'],1,3.0,3.0,,,,
1712,"(20, 93, 122)",['JavaScript' 'Python' 'Vue.js'],2.0,0.0,2,['JavaScript' 'Python' 'Vue.js'],2,10.0,7.0,2.0,,,1.0
1713,"(20, 93, 158, 2096)",['Go' 'JavaScript' 'Python' 'Typescript'],1.0,1.0,0,['Go' 'JavaScript' 'Python' 'Typescript'],1,0.0,,,,,
1714,"(20, 93, 1615)",['API Integrations  ' 'JavaScript' 'Python'],1.0,0.0,1,['API Integrations  ' 'JavaScript' 'Python'],1,0.0,,,,,
1715,"(20, 93, 166)",['JavaScript' 'Linux ' 'Python'],1.0,0.0,1,['JavaScript' 'Linux ' 'Python'],1,0.0,,,,,
1716,"(20, 93, 2031)",['JavaScript' 'Python' 'React'],2.0,0.0,0,['JavaScript' 'Python' 'React'],4,7.0,7.0,,,,
1717,"(20, 93, 2036)",['Angular' 'JavaScript' 'Python'],1.0,0.0,0,['Angular' 'JavaScript' 'Python'],1,9.0,7.0,1.0,,,1.0
1718,"(20, 93, 2108)",['Auth0' 'JavaScript' 'Python'],1.0,0.0,0,['Auth0' 'JavaScript' 'Python'],1,0.0,,,,,
1719,"(20, 93, 2115)",['JavaScript' 'Python' 'QA'],1.0,0.0,0,['JavaScript' 'Python' 'QA'],1,1.0,1.0,,,,
1720,"(20, 93, 249, 2031)",['Cloud' 'JavaScript' 'Python' 'React'],1.0,0.0,0,['Cloud' 'JavaScript' 'Python' 'React'],1,0.0,,,,,
1721,"(20, 93, 268)",['JavaScript' 'Machine Learning' 'Python'],3.0,0.0,1,['JavaScript' 'Machine Learning' 'Python'],2,1.0,1.0,,,,
1722,"(20, 93, 278, 2031)",['JavaScript' 'Python' 'React' 'SaaS'],1.0,0.0,0,['JavaScript' 'Python' 'React' 'SaaS'],1,0.0,,,,,
1723,"(20, 93, 284, 437)",['Bootstrap' 'JavaScript' 'Python' 'jQuery'],1.0,0.0,0,['Bootstrap' 'JavaScript' 'Python' 'jQuery'],1,0.0,,,,,
1724,"(20, 93, 387, 2031)",['HTML' 'JavaScript' 'Python' 'React'],1.0,0.0,0,['HTML' 'JavaScript' 'Python' 'React'],1,2.0,2.0,,,,
1725,"(20, 93, 433, 2031)",['AWS' 'JavaScript' 'Python' 'React'],2.0,0.0,0,['AWS' 'JavaScript' 'Python' 'React'],2,0.0,,,,,
1726,"(20, 93, 437)",['Bootstrap' 'JavaScript' 'Python'],1.0,0.0,0,['Bootstrap' 'JavaScript' 'Python'],1,0.0,,,,,
1727,"(20, 93, 568)",['Android/Kotlin' 'JavaScript' 'Python'],1.0,0.0,0,['Android/Kotlin' 'JavaScript' 'Python'],1,0.0,,,,,
1728,"(20,)",['Python'],128.0,38.0,50,['Python'],241,9939.0,568.0,2169.0,869.0,619.0,5714.0
1729,"(200, 268)",['Image Recognition' 'Machine Learning'],2.0,0.0,0,['Image Recognition' 'Machine Learning'],2,0.0,,,,,
1730,"(200, 268, 541)",['Deep Learning' 'Image Recognition' 'Machine Learning'],1.0,0.0,0,['Deep Learning' 'Image Recognition' 'Machine Learning'],1,0.0,,,,,
1731,"(2031, 2036)",['Angular' 'React'],9.0,3.0,1,['Angular' 'React'],19,335.0,90.0,150.0,4.0,2.0,89.0
1732,"(2031, 2050)",['Python(Django)' 'React'],15.0,0.0,6,['Python(Django)' 'React'],14,140.0,55.0,53.0,,,32.0
1733,"(2031, 2087)","['PHP, Laravel' 'React']",1.0,0.0,0,"['PHP, Laravel' 'React']",2,128.0,75.0,42.0,2.0,,9.0
1734,"(2031, 2094)",['Data Engineer' 'React'],1.0,0.0,0,['Data Engineer' 'React'],1,24.0,17.0,5.0,1.0,,1.0
1735,"(2031, 2101)",['React' 'React Hooks'],1.0,0.0,1,['React' 'React Hooks'],1,148.0,64.0,59.0,1.0,,24.0
1736,"(2031, 2101, 2109)",['React' 'React Hooks' 'Tailwind CSS'],1.0,0.0,1,['React' 'React Hooks' 'Tailwind CSS'],1,0.0,,,,,
1737,"(2031, 2117, 2118)",['Liquid' 'React' 'Shopify'],1.0,0.0,0,['Liquid' 'React' 'Shopify'],1,0.0,,,,,
1738,"(2031,)",['React'],210.0,42.0,72,['React'],259,4377.0,488.0,1208.0,52.0,24.0,2605.0
1739,"(2036, 2050)",['Angular' 'Python(Django)'],2.0,0.0,1,['Angular' 'Python(Django)'],3,56.0,20.0,26.0,2.0,,8.0
1740,"(2036,)",['Angular'],10.0,1.0,3,['Angular'],32,3523.0,318.0,1232.0,1091.0,448.0,434.0
1741,"(2037,)",['Domain Driven Design'],1.0,0.0,0,['Domain Driven Design'],1,0.0,,,,,
1742,"(2050,)",['Python(Django)'],26.0,0.0,13,['Python(Django)'],32,1888.0,181.0,507.0,101.0,182.0,917.0
1743,"(2055,)",['Unity'],3.0,2.0,0,['Unity'],3,0.0,,,,,
1744,"(2061,)",['MS SQLServer'],1.0,0.0,0,['MS SQLServer'],1,7047.0,826.0,2625.0,1144.0,726.0,1726.0
1745,"(2062,)",['ASP.NET/C#'],5.0,1.0,1,['ASP.NET/C#'],5,1522.0,151.0,611.0,434.0,240.0,86.0
1746,"(2067, 2099)",['SwiftUI' 'iOS - Swift'],3.0,0.0,0,['SwiftUI' 'iOS - Swift'],3,888.0,24.0,112.0,492.0,171.0,89.0
1747,"(2067,)",['iOS - Swift'],68.0,11.0,34,['iOS - Swift'],68,888.0,24.0,112.0,492.0,171.0,89.0
1748,"(2068,)",['Android - Java'],1.0,0.0,0,['Android - Java'],3,1994.0,98.0,327.0,982.0,427.0,160.0
1749,"(2084,)",['Data Analyst'],1.0,0.0,0,['Data Analyst'],1,1199.0,78.0,308.0,112.0,96.0,605.0
1750,"(2087, 2096)","['Go' 'PHP, Laravel']",1.0,0.0,0,"['Go' 'PHP, Laravel']",1,34.0,15.0,12.0,3.0,1.0,3.0
1751,"(2087,)","['PHP, Laravel']",19.0,0.0,13,"['PHP, Laravel']",20,2089.0,264.0,924.0,551.0,174.0,176.0
1752,"(2091, 2094)",['Data Engineer' 'Data Engineering'],3.0,0.0,0,['Data Engineer' 'Data Engineering'],4,1458.0,172.0,496.0,158.0,127.0,505.0
1753,"(2091, 2097)",['BigQuery' 'Data Engineering'],1.0,0.0,0,['BigQuery' 'Data Engineering'],1,52.0,13.0,17.0,4.0,5.0,13.0
1754,"(2091,)",['Data Engineering'],5.0,0.0,0,['Data Engineering'],8,1458.0,172.0,496.0,158.0,127.0,505.0
1755,"(2094,)",['Data Engineer'],7.0,2.0,1,['Data Engineer'],11,1458.0,172.0,496.0,158.0,127.0,505.0
1756,"(2096,)",['Go'],5.0,0.0,1,['Go'],6,764.0,93.0,236.0,214.0,76.0,145.0
1757,"(2100,)",['WebRTC'],2.0,0.0,1,['WebRTC'],2,0.0,,,,,
1758,"(2103, 2104)",['Braze' 'Mixpanel'],1.0,0.0,0,['Braze' 'Mixpanel'],1,0.0,,,,,
1759,"(2114,)",['Designer'],1.0,0.0,0,['Designer'],1,509.0,24.0,48.0,273.0,147.0,17.0
1760,"(2115,)",['QA'],20.0,5.0,9,['QA'],21,793.0,32.0,72.0,467.0,172.0,50.0
1761,"(2117, 2142)",['Shopify' 'WooCommerce'],1.0,0.0,0,['Shopify' 'WooCommerce'],1,0.0,,,,,
1762,"(2117,)",['Shopify'],7.0,0.0,2,['Shopify'],5,0.0,,,,,
1763,"(216, 223, 710)",['Pandas' 'Python for Data Science' 'Tensorflow'],1.0,0.0,0,['Pandas' 'Python for Data Science' 'Tensorflow'],1,0.0,,,,,
1764,"(216, 710)",['Pandas' 'Python for Data Science'],1.0,0.0,0,['Pandas' 'Python for Data Science'],1,0.0,,,,,
1765,"(217, 268, 274, 411)",['Data Science' 'Machine Learning' 'Numpy' 'SpaCy'],1.0,0.0,0,['Data Science' 'Machine Learning' 'Numpy' 'SpaCy'],1,0.0,,,,,
1766,"(22, 120, 287)",['Bash' 'NoSQL' 'Node.js'],1.0,0.0,1,['Bash' 'NoSQL' 'Node.js'],1,0.0,,,,,
1767,"(22, 166, 307, 359, 836)",['AWS DevOps' 'Bash' 'Jenkins' 'LAMP' 'Linux '],1.0,0.0,0,['AWS DevOps' 'Bash' 'Jenkins' 'LAMP' 'Linux '],1,0.0,,,,,
1768,"(22, 29, 120, 1849)",['Bash' 'Java' 'Node.js' 'Tech Lead'],1.0,0.0,0,['Bash' 'Java' 'Node.js' 'Tech Lead'],1,0.0,,,,,
1769,"(22, 54, 63)",['Bash' 'CI/CD' 'DevOps'],1.0,0.0,0,['Bash' 'CI/CD' 'DevOps'],1,0.0,,,,,
1770,"(22, 54, 80, 433)",['AWS' 'Bash' 'DevOps' 'Terraform'],1.0,0.0,0,['AWS' 'Bash' 'DevOps' 'Terraform'],1,0.0,,,,,
1771,"(22, 55, 166, 179)",['Bash' 'Docker' 'Linux ' 'Network Protocols'],1.0,0.0,0,['Bash' 'Docker' 'Linux ' 'Network Protocols'],1,0.0,,,,,
1772,"(221, 250, 256, 347, 1300, 1849, 2094)","['Agile' 'Amazon Redshift' 'Data Engineer' 'Data Warehousing' 'ETL'
 'Spark' 'Tech Lead']",1.0,0.0,1,"['Agile' 'Amazon Redshift' 'Data Engineer' 'Data Warehousing' 'ETL'
 'Spark' 'Tech Lead']",1,0.0,,,,,
1773,"(221, 268, 2097)",['BigQuery' 'Machine Learning' 'Spark'],1.0,0.0,0,['BigQuery' 'Machine Learning' 'Spark'],1,0.0,,,,,
1774,"(221, 277, 2094)",['Data Engineer' 'Kotlin' 'Spark'],1.0,1.0,0,['Data Engineer' 'Kotlin' 'Spark'],1,0.0,,,,,
1775,"(222, 223, 268, 710)",['Keras' 'Machine Learning' 'Python for Data Science' 'Tensorflow'],1.0,0.0,0,['Keras' 'Machine Learning' 'Python for Data Science' 'Tensorflow'],1,0.0,,,,,
1776,"(223, 541)",['Deep Learning' 'Tensorflow'],1.0,0.0,0,['Deep Learning' 'Tensorflow'],1,0.0,,,,,
1777,"(224, 226, 411, 710)",['Data Science' 'PyTorch' 'Python for Data Science' 'Scikit-Learn'],1.0,0.0,0,['Data Science' 'PyTorch' 'Python for Data Science' 'Scikit-Learn'],1,0.0,,,,,
1778,"(226, 268, 433)",['AWS' 'Machine Learning' 'PyTorch'],1.0,0.0,1,['AWS' 'Machine Learning' 'PyTorch'],1,1.0,1.0,,,,
